bartik,dlemp,dlcov,uf
-0.023502109609401228,-0.06003341215316226,-0.346451930709444,RO
-0.037497716286022095,0.04607340761532188,-0.6358763736491124,RO
-0.08310013942955337,-0.197620433374967,-0.17130269858263156,RO
-0.0592101702953716,0.12115287877793374,-0.7060838689778083,RO
-0.048459203729432944,0.09851009575746587,-1.0868831573663384,RO
-0.015990850437269607,0.4222837643757517,-0.7652274987173318,RO
-0.05326501257186541,-0.041202916289475734,-0.6645017243935673,RO
-0.10968665216282669,-0.42482679715731037,-0.7111590006389289,RO
-0.041053771995957646,0.1131905332905439,-0.694377537377666,RO
-0.039695669235752164,-0.007050557996666799,-0.5171144779603875,RO
-0.06189045930588494,0.07483198305313274,-0.8944939997420776,RO
-0.041768572766794555,0.2123023890058905,-1.1378298807617289,RO
-0.04642114861588844,0.1357849807549875,-0.5601468798409377,RO
-0.041904946924628955,0.2549433730663411,-0.1116813568674318,RO
-0.02530087064860284,0.1050278065980947,-0.7333338094834747,RO
-0.041827876703540386,0.10899420136705557,-0.7622931685259151,RO
-0.060991485990007886,-0.01886106992196379,-0.15377686937844903,RO
-0.04672669855553557,0.08395171116567421,-0.9054229363588492,RO
-0.05484473396037393,-0.02519024882855852,-0.1619794361499386,RO
-0.050724769262215065,-0.14552993678335133,-0.5507825341157554,RO
-0.06120914724688767,0.09375676512916137,-0.9295052351246585,RO
-0.049829863670626716,0.07912104862211897,-0.5385140745842328,RO
-0.05548367788784871,0.1264437065769167,-0.6995399322701034,RO
-0.046709140022442336,-0.23400711572974295,0.1280326074769109,RR
-0.04516700974043348,0.0510406212189481,-0.4791592577469472,RO
-0.05718822350044289,0.2429461786103894,-0.04713849820696947,RR
-0.027907413681152154,0.12967015531232054,-1.0300290650299313,RO
-0.06485550079066127,-0.294799540220645,-0.4739491814546523,GO
-0.1295265980917513,0.44976536700474434,-0.36066450266359557,RR
-0.04914463323468538,0.060945186012159605,-0.2912218093817436,RO
-0.04560719916102388,0.3362091133464413,-0.4094701132580086,RR
-0.05215056854583152,-0.06713930283762856,-0.3710724369897003,RO
-0.06333051727998341,0.04136093282486546,-0.21155510971848726,RR
-0.05218482421411888,0.1216802947964743,-0.9800068020908215,RO
-0.051925014580753125,-0.16649651564955764,-0.017843948383370365,RR
-0.05556043794160981,0.12754906713983635,-0.7176725328775524,RO
-0.0753990572924498,-0.26322933843437235,0.30879974706797425,PA
-0.056578993014985035,0.07401945699544334,-0.669595614293495,RO
-0.03374901240711793,0.16705408466316624,-0.08737864210130876,PA
-0.034627461653085986,-0.21895568997373502,-0.3454106188141249,RO
-0.04694297055158131,0.2942932899664431,-0.11303702529284743,PA
-0.014950239037885822,0.11808167684122203,-1.0921173554559482,RO
-0.043574947143541966,-0.037928698017498964,-1.1034644861832146,RO
-0.1007229963150846,-0.3483066942682157,0.21396771296762362,GO
-0.05277179307386453,0.31005759996661736,-0.12133716131320521,PA
-0.04925865769123771,0.22045898594354071,0.015857630600771805,GO
-0.03469442414981964,-0.04851956479015933,-0.34856422628972883,PA
-0.09156338541469575,-0.08470071496501368,0.466207661406545,GO
-0.06502831411523625,0.2736418277719833,-0.004796173113022153,PA
-0.06573412985229884,0.12481975601078174,0.16985648754457752,GO
-0.08331269222791458,-0.2699716858854488,-0.4796187308511088,PA
-0.10174093983478971,0.21496540487031743,-0.14618593432429858,GO
-0.03340040140880186,0.0015290522856779554,-0.460420620617132,PA
-0.04064263564791378,0.2700863105614014,-0.1679800403986876,GO
-0.062449394914281614,0.07565249955096166,-0.03093598536385934,PA
-0.05737066626064115,0.1576936419036024,-0.04224492550853613,GO
-0.051491106651129215,-0.39522361405596734,0.0832791050226881,PA
-0.13096449163428284,-0.06813780516721803,-0.3940658556437245,GO
-0.051107694120580124,-0.032026026719408435,0.060949480218527474,PA
-0.04767165752796939,0.1239859797809911,0.06148364165790453,GO
-0.0240708317763004,0.3883082718633346,-0.42554062950621757,PA
-0.03535937304332429,-0.10511688062190311,-0.3280466870568178,GO
-0.05364049150814774,-0.019458570867532044,-0.021671210259225797,PA
-0.024439478919547307,0.10744439242131369,0.024690258074009267,GO
-0.09219046482767244,0.0785902745932215,0.17349250218047377,AP
-0.020466128008834933,-0.07862909823682535,-0.00019545826139914704,GO
-0.03654817846855583,0.8682589007871502,-0.3580364604819436,TO
-0.06233266462075021,0.10548116475008831,0.09756826673540558,GO
-0.06123706297193947,-0.012698583337127431,-0.433768503692784,TO
-0.0824835588919715,-0.32436119824922754,-0.4671366307099254,GO
-0.048093116457573,0.22450317083024937,-0.4241119500093633,TO
-0.03725797803107784,0.33050350320417526,0.26477291762949584,GO
-0.050977496283722744,-0.24475702773474695,-0.10427512928370122,TO
-0.049008980205988276,0.2938740426997021,0.08931004983625668,GO
-0.047964913095470865,0.4951478110467609,-0.18581242078381668,TO
-0.04350341420876679,0.11341621649004302,-0.3193076906208399,GO
-0.04319070628710711,-0.14720401469636182,-0.6097146766837165,TO
-0.018174278000273644,0.2594175142821495,-0.6588085872889442,GO
-0.03853536709958911,0.26314888592790886,-0.17230634276355414,TO
-0.06869509932947172,0.30079332976151907,0.24773713729688013,GO
-0.05064007389925275,0.4585749334221128,-0.38252434302195865,TO
-0.05383185806281853,0.2582348711254799,-0.6402989558674573,GO
-0.09313092468857406,-0.06410034103854234,-1.1777344347298058,MT
-0.03831145987442561,0.4111631292228022,-0.12901573800515154,TO
-0.03622444032738711,0.21526949488330388,-0.27183786934856374,MT
-0.05248097104873449,0.2779038824701455,-0.2489051246577964,TO
-0.042787444778244865,0.048108578320030695,-0.14156707479319197,MT
-0.03844820196784913,0.6231291936577485,-0.6817416979650069,TO
-0.033753364602311105,0.3707096128602312,0.026491829362689408,MT
-0.047115414471975266,0.28462863496489066,-0.4685730957451062,TO
-0.08589547547426296,0.10371982620036631,-0.17126150707465362,MT
-0.02751027112999192,0.2533144289475731,-0.38199431931991296,TO
-0.04118551119352261,0.07160115081588368,-0.8449587659649269,MT
-0.04606011588174645,0.5951667721997416,-0.38362703856603775,TO
-0.08194599706881694,0.20983958568784697,0.07403315965503918,MA
-0.020784818774587138,0.5271496200309791,-0.15035357519472295,AC
-0.06776052108005443,0.8535921376585911,-0.17625339305844237,MA
-0.059603062821380254,0.4161015094542793,0.0003995839253505569,AC
-0.05031893222850158,0.6372379861204287,-0.08838042309088197,MA
-0.06574491260816627,0.4245278279345184,0.12460029264516409,AC
-0.05169579183754854,0.20604911795490968,0.08196803168719334,MA
-0.06416021049936409,0.16226304880988734,-0.5401916862217401,MT
-0.05189401645207977,-0.024391453124159124,0.41070199454532547,MA
-0.026577595925808054,0.5310052538941569,-0.03821423553570445,AC
-0.05096411874882534,-0.01212136053234485,-0.04777943208093115,MA
-0.03573168071261733,0.11833023129247207,-0.24317683251522934,MT
-0.06090506850178793,0.13781325712063217,-0.5045602686608154,MT
-0.05191167433131612,-0.07833184326990696,-0.1717044812959214,MA
-0.0423403297230201,0.13880941015517786,-0.4800998430548509,MT
-0.05174544268999573,0.13835843337283857,0.2720134252164359,MA
-0.04412030898863717,0.09081867401802808,-0.3596192418882959,MT
-0.03883346168504073,1.193357656257476,0.11718852091634618,MA
-0.056945632260321496,0.2933865944814224,-0.129516542874333,MT
-0.04620129439888433,0.13222163474245913,-0.10051934241522067,MA
-0.05727506397572563,0.09691789719242178,-0.5436960385056561,MT
-0.05162132443702701,0.13154002123959735,0.03944046464897358,MA
-0.029628750249393026,0.44583756339855196,-0.24945101656093308,MT
-0.062194660700925095,0.06177402276458521,-0.08164479253338011,MA
-0.01942830537908845,-0.3101549283038396,-0.5529361645062455,MT
-0.05029158281906923,0.5748474825309218,-0.06560471488892795,MA
-0.0478384809130431,0.5461339688615581,-0.6040272295680402,MT
-0.052969576484887634,0.1013524942602875,-0.16419670043307932,MA
-0.022629453090900704,0.4197904219539765,-0.09380076949366464,MT
-0.04988252310689865,0.5467615285824404,-0.3069631397275563,MA
-0.05440638593601398,0.21974796231307156,0.027613459738442078,MT
-0.042471642906263374,0.04068357663644354,-0.08950979606734262,MT
-0.051908178419506304,0.7692874442565499,0.08077526760598368,MA
-0.04302474960695945,-0.19773775283283682,-0.24307612378150037,AC
-0.04644911862288383,0.12592370770997302,-0.16917803022403216,MA
-0.03756468592918802,0.26476917670815553,0.09898303704864005,MS
-0.045179019518656285,0.010221554071538009,0.12387297534037031,MA
-0.05849154730620746,-0.1385906881627873,-0.09456692409768053,MS
-0.05163376868250927,0.35476836566815084,0.14083595761932335,AC
-0.05191660504904361,0.5799408119309737,0.026500562266391706,MA
-0.04597044156546824,0.5233818425414032,0.2978318189091933,AC
-0.06977455796730006,0.49933124434025555,-0.0395603766388064,MA
-0.04237248228632004,0.47101351175239636,-0.0473954583913243,AC
-0.057751668568243465,-0.1437878927917117,0.1588416683040098,MA
-0.03803223609174479,0.22204404598079286,-0.30207282008879993,AC
-0.050975297653947524,0.3612718703959354,-0.013184090948478087,MA
-0.03874652123933538,0.4586065105413348,0.503713422948183,AC
-0.10975147995569717,1.243699462342021,-0.3013423944970849,MA
-0.052841614295812606,0.18197499640233838,0.2568435109761994,AC
-0.050822651778797856,0.04941929284699329,-0.1700322927494402,MA
-0.047604107027083425,0.11778303565638346,0.03857247174291887,MA
-0.03270210887250075,0.07841005424965108,-0.5152134250632606,MS
-0.06182732411486024,-0.16343235032203235,-0.09814017203169674,MA
-0.0521365198392743,0.0902573010832547,-0.22397996910527046,MS
-0.10440563601795641,0.5488256101140779,-0.1383832728475094,MA
-0.02448591280446284,0.10662754148459788,-0.45484930424032244,MS
-0.05141271156691252,0.4918008093964125,-0.1693915489677704,MA
-0.04622783432929322,0.025784117155714634,-0.7112024581439151,TO
-0.03942079933852364,0.07309188400533607,-0.4566434889809197,TO
-0.05022809159068832,0.3468709438421115,-0.07342323948239958,MA
-0.03841163480916607,0.18127498422328367,0.00016933681653082588,TO
-0.015881517916858986,0.013937507843781678,0.027768155590565603,MA
-0.04550117020506539,0.49619396149792655,-0.1426669768309758,TO
-0.05452567124263801,0.3867729750960119,-0.2539048631739779,MA
-0.029509933623569705,0.272244091351306,-0.56071972745211,TO
-0.054318620846844606,0.4323269772793385,-0.034521078984368715,MA
-0.038107185981847515,-0.10037918530762216,-0.41153529148984413,TO
-0.052027348106014525,0.013315775975772156,-0.0016678530102749532,MA
-0.04970454505881582,0.5326952826559578,-0.2232652724512353,TO
-0.05221282717896522,0.2359218701533319,-0.20360065341681952,MA
-0.049845811906772536,0.47706366865646055,-0.4747272336382605,TO
-0.052927110458916814,0.9245514488815216,0.0793551245012028,MA
-0.05347938181841547,0.27735495829593143,-0.2551200496332285,TO
-0.051557584917535114,0.18756091147995427,0.04323526846612565,MA
