actual,ae_persistence,ae_linear,ae_deep,ae_linear_mv,ae_deep_mv
658,5,14.1678,4.62735,14.4614,15.056
2108,99,113.716,94.667,103.135,105.458
2009,26,11.4035,27.6025,22.1656,12.3093
2035,49,25.2852,13.4383,36.2845,0.0229638
2084,18,12.1962,22.9319,0.971028,27.7056
2102,37,11.6186,6.25817,23.2145,3.51764
2139,114,75.4096,78.9868,87.6387,90.3342
2253,49,8.5729,26.9564,3.88717,40.9006
2302,8,58.8494,34.8103,46.4083,20.409
2294,2,52.2961,21.7515,39.9452,5.74664
2292,30,63.1288,56.4628,50.9416,75.1613
2262,14,8.78568,15.5836,3.35029,13.7251
2276,38,0.580926,27.2128,12.598,0.669917
2446,2,7.96826,0.164102,8.77486,7.07471
2444,46,57.5766,47.213,58.4337,48.0043
2490,49,50.7628,31.8202,51.6232,42.0083
2539,21,15.9825,14.3731,16.9497,9.79125
2560,7,0.462414,2.07486,1.48774,20.2699
2553,93,87.9288,77.2383,89.0313,77.3734
2646,21,9.30918,10.9147,10.4539,21.5794
2667,4,0.991279,13.9397,0.157558,3.39593
2671,11,1.21377,15.6871,0.117488,20.6974
2682,12,16.7238,23.3103,15.6729,7.6653
2670,2,1.43915,24.6051,0.487933,5.02823
2668,27,20.5337,16.0148,21.36,19.5175
4764,160,157.93,176.584,152.638,137.714
4604,51,54.9147,31.6518,60.3345,18.0386
4655,96,75.4179,43.0444,80.9757,49.901
4751,7,31.7915,89.7698,25.9592,77.9727
4744,24,12.6828,11.7421,18.7703,51.5266
4768,176,151.316,131.675,157.739,149.881
4944,128,65.4778,94.3389,72.0697,138.928
5072,1,48.1561,23.6496,41.5022,10.6391
5071,5,46.3876,11.8479,39.9204,0.865566
5066,2,30.2362,64.0958,23.8649,25.6899
5068,20,46.2748,41.1589,40.1758,27.0616
5048,13,11.8897,36.936,6.01197,50.0512
225,20,19.414,21.2463,20.6473,21.0696
205,11,9.41686,5.96395,8.13338,7.8439
216,2,0.688016,5.18318,1.96908,1.08763
218,2,3.73225,5.56725,4.98692,4.6737
216,6,3.49209,6.41347,2.22169,5.01767
222,11,7.68734,10.3998,6.37093,11.1705
233,6,0.622076,6.53298,0.709071,7.22377
239,0,4.01648,3.60439,5.36159,2.43688
239,1,5.27476,0.92857,6.61806,0.892238
238,1,5.09324,1.27795,6.44861,1.54729
237,6,6.98405,4.80208,8.34323,4.40423
231,3,1.12071,7.57609,2.51488,2.2731
2131,158,175.933,157.038,161.069,134.651
1973,40,12.0534,31.3281,27.1721,4.89285
2013,31,17.2134,50.8222,1.92131,13.7777
2044,58,97.6763,112.747,82.4731,101.607
1986,29,2.42302,20.9488,13.3155,10.3159
2015,142,95.9454,122.43,112.891,143.075
2157,91,17.0588,73.62,34.6096,100.613
2248,7,65.5159,3.20947,47.8835,4.07351
2241,14,44.4936,11.2287,26.9011,19.7782
2255,28,20.7519,17.0735,3.07738,18.7888
2283,12,29.53,68.1635,12.021,16.8744
2295,37,17.3841,53.8709,0.176907,15.2101
11567,92,68.739,90.6725,56.542,87.3645
11475,147,176.322,167.499,188.739,112.089
11622,195,171.751,121.775,184.297,148.683
11817,23,38.2038,120.715,25.427,118.103
11794,15,33.6614,18.4696,46.6583,87.6931
11809,284,271.814,276.083,285.182,294.078
12093,117,80.1582,112.833,93.678,119.103
12210,5,26.9301,26.8663,13.4263,3.90414
12215,18,52.119,26.8903,38.6911,18.1091
12197,9,9.68768,17.2457,3.49679,3.9072
12206,9,4.10265,11.1996,8.99773,27.8679
12215,41,4.16364,45.6377,17.0417,12.1001
8356,32,68.1594,15.3951,48.0649,43.0469
8324,84,51.7411,47.8637,72.1364,13.5754
8408,126,53.1974,32.4565,73.9093,0.600458
8534,13,82.9684,54.09,61.8709,60.1278
8521,31,9.7861,15.2774,11.8015,1.62082
8552,296,218.338,267.207,240.825,246.488
8848,134,26.5368,113.953,49.4337,107.86
8982,5,90.5022,50.7243,67.5851,31.495
8987,4,90.5068,78.4312,67.8409,14.465
8991,11,74.0617,14.0798,51.6714,43.6142
9002,17,85.2514,2.27806,63.2931,52.6248
8985,7,69.7277,45.9029,48.5123,79.7664
1340,59,52.5089,70.2664,53.2707,56.5426
1281,14,21.3162,18.2429,20.5793,21.6999
1295,8,12.673,5.95289,11.9294,6.73562
1303,8,13.1554,7.20529,12.4693,0.311887
1311,10,19.1969,56.0794,18.5091,59.4724
1321,65,66.1282,57.4059,65.4229,58.2828
1386,9,5.33508,5.58049,4.63476,6.41486
1395,5,6.17853,8.80379,5.48506,2.42561
1400,6,1.53927,0.360703,0.809815,6.6545
1406,6,8.41124,6.23672,9.14339,9.17348
1400,18,14.7372,10.6209,15.5171,13.5398
1382,19,19.779,14.253,18.9644,18.9216
3041,267,298.878,264.647,277.904,267.347
2774,58,30.1347,53.9583,51.5663,13.4133
2832,68,20.6333,58.1097,42.6258,11.5212
2900,18,36.8241,19.3411,14.4127,2.84271
2918,39,10.8648,46.8351,34.0984,17.3901
2957,196,115.681,151.734,140.235,134.776
3153,89,5.67965,99.6001,19.5584,109.613
3242,2,85.8418,51.8809,60.6669,31.0941
3244,12,72.3736,54.8511,47.1972,26.7353
3256,8,81.1094,9.13044,56.2602,35.2623
3248,4,87.5265,34.2447,63.1842,26.5476
3252,212,279.34,155.306,256.984,243.537
9273,65,59.0516,106.122,31.6318,45.572
9208,104,107.305,78.1788,135.114,30.0781
9312,213,171.117,133.236,199.621,103.791
9525,19,67.1015,217.324,38.3103,206.351
9506,60,35.5566,13.4419,65.1066,80.3398
9566,263,234.057,197.311,264.628,292.517
9829,359,263.244,340.486,294.815,365.321
10188,11,85.6922,46.1059,54.0732,4.39632
10199,1,74.6998,11.227,43.2502,7.92967
10200,29,42.4478,21.6343,11.2298,12.5002
10229,17,40.7188,78.8019,9.85333,38.4908
10246,11,46.2646,30.8998,15.6532,162.903
5007,99,95.0529,115.43,91.0512,78.0107
4908,33,44.8608,29.584,48.991,56.4078
4941,42,43.2406,43.4175,47.3862,47.0041
4983,20,10.9094,37.0022,6.58703,30.5544
5003,131,117.771,76.7164,113.332,54.0189
4872,143,142.885,104.728,147.495,128.785
5015,95,73.5272,90.7483,78.2546,118.702
5110,1,11.5833,28.6791,6.85831,19.0235
5111,10,9.05058,9.94766,4.41562,32.8636
5121,50,54.4044,120.317,49.9108,54.8487
5071,10,13.4502,43.8707,9.11263,9.1283
5061,14,1.01299,26.9333,3.12456,54.4673
2456,9,3.70912,18.6107,14.8202,0.353542
2465,62,51.5937,44.9541,63.0217,20.5928
2527,54,24.817,13.7606,36.4808,4.74195
2581,18,15.861,64.6571,3.87565,42.7931
2599,41,14.1042,12.6183,26.5717,20.4473
2640,190,138.698,152.432,152.091,158.306
2830,92,15.7227,48.2807,29.5277,83.776
2922,7,77.1405,17.742,63.2817,29.7316
2915,8,60.5509,5.2808,46.766,13.6877
2907,14,29.2885,42.8807,15.544,43.5508
2921,10,22.2324,34.2657,8.67377,7.98792
2931,49,13.3748,45.1628,26.7576,4.0446
2543,110,128.549,97.3296,118.768,88.5289
2433,38,22.8714,4.82021,32.8923,12.1793
2471,49,12.1679,32.2641,22.33,14.4876
2520,5,54.6262,41.9208,44.2672,17.4317
2515,79,95.0135,74.9163,84.6112,73.475
2436,163,128.598,148.465,139.775,152.105
2599,103,37.2753,102.954,48.8231,96.5678
2702,15,60.1092,5.39688,48.5866,8.73117
2687,4,46.8813,11.1391,35.4288,1.2529
2683,37,0.594422,19.3827,10.835,10.2537
2720,15,40.6872,1.13843,29.511,0.852408
2705,14,61.076,27.8141,50.4526,39.9256
1620,172,168.647,174.842,160.558,189.723
1448,9,13.5464,2.62336,21.7464,20.9048
1457,55,45.1619,28.0204,53.6776,33.8883
1512,19,30.3015,106.827,21.7349,83.0416
1493,43,43.2701,10.0213,52.3555,20.7836
1536,162,148.268,127.08,158.29,141.006
1698,157,111.298,142.441,122.118,144.763
1855,4,48.7469,27.9342,37.941,20.8907
1851,0,37.5494,7.27136,26.7779,11.3285
1851,27,53.373,74.8481,42.8168,80.2094
1824,11,6.73485,14.0909,3.74372,4.31543
1835,26,5.65031,20.0091,15.9106,1.54895
132,15,15.0026,15.6107,15.8255,15.6206
117,7,6.01814,4.68784,5.15613,4.86664
124,3,1.29977,1.27548,0.425087,0.568754
127,2,0.385238,2.76327,1.25333,0.299632
129,1,0.938589,1.94791,1.80453,1.79553
130,9,6.05699,6.14256,5.14734,7.29086
139,5,0.348755,2.90996,0.577446,3.85231
144,0,2.97837,2.14299,3.91803,1.36865
144,1,2.0531,1.75239,3.00013,1.16129
145,1,1.07757,1.69211,2.04685,1.63732
146,1,1.72655,0.261936,2.71055,0.626035
145,3,0.15854,3.48835,0.85484,0.447885
1365,35,53.7545,25.5618,53.7437,41.6775
1330,23,3.59051,12.9876,3.59224,10.1012
1353,40,1.45663,6.81068,1.50946,10.3849
1393,39,69.7155,57.7258,69.5087,61.4351
1354,17,7.67849,6.86372,7.34507,25.6127
1371,78,39.3315,51.709,39.7786,43.9009
1449,37,12.8865,21.7165,12.388,25.0038
1486,10,52.5379,39.4404,52.0552,29.8098
1476,11,47.7344,45.6847,47.2994,23.8675
1465,18,14.6448,5.39103,14.3349,6.09559
1483,7,26.0158,14.5772,25.8684,24.8753
1490,28,62.0288,16.7465,62.0229,54.9453
157,5,4.33922,4.96957,4.6763,5.39717
152,4,4.89928,5.17941,4.55748,3.85262
156,5,5.177,4.71834,4.82536,4.86268
161,2,0.608582,3.04539,0.264136,1.65983
163,5,4.07258,3.72336,4.40367,3.13241
158,9,9.02567,6.69657,8.68008,7.5064
167,7,5.57779,6.82964,5.22216,6.81337
174,0,0.582655,1.24303,0.941381,0.459001
174,2,0.627222,0.723933,0.260514,2.18621
176,2,2.51779,1.48036,2.88275,2.243
174,1,0.877512,0.542354,1.24904,0.318232
173,1,0.750119,0.12234,0.375247,0.156719
237,2,2.23216,5.33986,3.94964,1.02918
235,7,6.31817,2.90569,4.55629,4.77
242,5,2.11753,0.0412969,0.339126,3.98421
247,3,6.42215,10.0491,8.14291,7.18023
244,3,3.7525,6.92356,5.44636,6.02485
241,19,15.0504,16.7612,13.2595,15.9159
260,5,1.17887,3.36865,2.97948,4.39348
265,1,5.16467,1.37469,6.97527,0.57504
264,4,0.727101,8.66935,2.57026,7.94898
268,1,2.02997,3.10397,3.91347,2.14559
269,1,1.37475,1.97272,3.29414,2.80965
270,1,3.34211,0.603211,5.28453,2.72288
272,25,23.7234,29.343,24.0075,27.8716
247,18,16.9631,11.3211,16.6621,12.7741
265,12,8.91421,6.3569,8.62009,8.7803
277,2,2.51452,9.28829,2.78226,6.81304
279,7,1.06154,1.23924,0.812402,0.357929
286,10,2.01039,4.46111,1.77634,4.28593
296,7,0.905526,6.09765,1.12904,2.8911
303,6,1.30249,3.04302,1.52598,3.17458
309,8,1.99085,11.337,2.23944,5.04009
317,11,18.1301,16.3194,18.3895,14.813
306,8,12.3459,6.62064,12.6296,9.17939
298,8,4.89085,7.0747,4.58417,1.1143
327,2,6.0526,3.41983,7.81546,1.18772
325,1,3.02508,7.50185,4.78584,4.4467
326,1,4.88487,10.9158,6.62121,4.9215
327,2,4.79811,5.71325,6.49488,1.94874
329,3,2.53979,1.53168,4.21513,1.46886
332,23,13.1238,17.3439,11.3853,18.6973
355,8,3.76204,2.94637,5.51228,7.94977
363,0,10.7188,5.25133,12.4698,0.342015
363,1,8.28415,4.82466,10.0725,4.39248
364,3,5.02997,0.264531,6.88166,0.0594185
367,0,7.24819,6.69198,9.15714,4.31366
367,1,7.55768,0.385269,9.51927,7.79727
1427,47,61.0946,61.5117,49.8861,36.0235
1380,29,10.6477,23.2889,22.0828,6.09433
1409,47,14.756,2.08649,26.5612,19.5461
1456,5,47.7983,59.6534,35.9173,43.5242
1451,18,22.4473,14.3418,10.1561,9.59212
1469,85,31.8099,47.8838,44.8725,72.3421
1554,68,0.853341,45.4325,12.7842,59.8711
1622,3,68.6476,11.9667,54.9916,20.6207
1619,4,58.4015,13.7178,44.8073,1.5083
1623,43,88.3682,80.3168,75.1575,101.628
1580,10,25.4785,45.3721,12.362,1.94844
1590,39,1.68751,41.4249,14.8401,13.2665
725,6,8.1732,11.4734,10.6647,4.10231
719,5,2.53723,0.61518,0.0408293,0.152187
724,0,4.60423,10.4234,7.08122,4.03635
724,1,6.17602,7.43476,8.60436,6.30449
723,2,4.92118,5.96943,7.31567,5.03951
721,26,19.0058,19.5067,16.5632,21.5347
747,5,3.54909,2.82685,5.98278,4.15468
752,1,5.70981,9.77837,8.15814,3.95485
753,1,5.13646,4.74481,7.61284,3.0802
754,2,7.14097,1.20439,9.63432,2.97654
752,5,6.27776,1.34175,8.80738,2.35609
747,5,1.22641,10.017,1.30986,2.02318
1126,11,4.61566,12.4445,5.36302,14.5018
1115,29,32.0568,26.3041,31.2968,23.6319
1144,18,17.8846,11.8695,17.1201,14.9349
1162,2,3.8053,15.0058,4.55182,18.039
1160,2,2.3818,1.65834,1.65515,1.48003
1162,21,20.5195,13.2974,19.7869,12.4093
1183,19,15.6499,18.2413,14.9179,17.9852
1202,1,3.4306,6.43462,4.1642,4.05654
1203,1,7.42794,1.50041,8.18185,1.36392
1202,19,22.3832,18.9971,23.1336,17.977
1183,4,3.92777,0.631886,4.70459,10.2038
1179,14,12.4839,16.2281,11.678,15.8204
137,1,4.36275,7.08875,4.031,2.91011
138,4,8.25715,9.58829,7.91935,3.91514
142,11,14.0872,14.7713,13.7298,14.259
153,5,7.34512,6.50748,6.98697,7.02934
158,4,6.33751,15.8498,5.98056,16.2619
162,8,10.5568,13.2271,10.1878,12.4647
170,11,11.9217,12.8289,11.5328,13.6412
181,5,5.45248,8.97328,5.05495,9.47439
186,1,1.64569,7.60142,1.24,3.1844
187,0,1.09086,2.45431,0.682449,0.88254
187,0,1.71572,0.628678,1.29403,3.91248
187,3,4.76131,10.2273,4.32004,7.22739
36,4,3.89781,4.01751,4.0745,4.25059
32,2,1.75343,0.988353,1.57051,0.924914
34,0,0.101271,0.0636671,0.282864,0.584356
34,1,0.629759,0.130047,0.445026,0.257156
35,0,0.731696,1.4353,0.912176,1.9997
35,1,0.480372,0.74571,0.294316,0.31963
36,2,1.48792,3.0736,1.29359,1.17807
38,2,1.33201,1.58394,1.12659,1.17169
40,1,0.14973,0.405876,0.0593134,0.473464
41,2,2.90734,2.03926,3.10553,2.81103
39,3,2.38564,4.25925,2.57537,3.76611
36,3,2.8111,2.47232,2.60291,2.43166
91,4,3.70767,5.04298,3.89263,5.19165
87,6,4.36469,3.33949,4.1723,3.68035
93,2,2.28434,3.11433,2.46707,3.6569
91,4,2.19235,1.15588,2.0108,1.77738
95,4,1.76612,2.31099,1.58203,2.27516
99,1,1.03019,0.413029,1.20623,0.2081
100,6,3.16854,5.43486,2.98836,5.67103
106,1,0.526431,1.4532,0.709267,1.04179
107,2,1.4325,1.93631,1.61876,3.0786
109,5,6.11174,4.68055,6.2995,6.34713
104,0,0.812853,2.79729,1.01208,0.060618
104,4,3.12596,4.84993,2.90717,1.71534
219,25,30.5574,23.7543,30.4224,21.4995
194,2,4.17884,2.02231,4.04626,2.11926
196,0,8.74968,7.7251,8.60887,11.1041
196,3,11.2217,6.50269,11.0485,6.8897
193,4,1.83372,4.08142,1.61572,4.17832
197,22,10.6593,12.6935,10.9282,14.0575
219,1,12.0143,7.56202,11.7174,2.70139
218,3,12.2499,3.94453,11.9632,0.336039
215,2,4.72253,3.22728,4.42686,1.62179
217,11,7.05372,0.797139,7.33175,3.2838
228,26,21.3038,23.369,21.5691,21.0919
254,9,1.25422,13.3037,1.07281,0.763225
97,5,7.19167,5.47017,6.79946,5.63427
102,5,6.9261,5.89789,6.51925,6.4075
107,6,7.1428,6.9695,6.71825,5.66881
113,2,3.09776,0.31399,2.67975,1.2052
115,4,6.13219,10.8457,5.70494,10.9665
119,13,13.7595,11.0754,13.2977,11.4705
132,5,4.26594,2.83212,3.79928,2.83575
137,1,0.387814,2.26999,0.0845264,1.83538
136,5,5.23603,2.25293,4.74529,5.31552
141,2,2.61828,2.82776,2.10798,2.29236
143,0,1.54651,1.16133,1.02184,0.720921
143,4,3.34602,0.694901,2.79321,3.64857
110,4,3.96116,5.10689,4.01144,4.76532
106,0,0.294049,0.845382,0.248836,1.97232
106,3,2.93378,0.0364552,2.88951,1.41042
109,4,3.54806,1.0108,3.51896,1.59924
113,5,4.79444,3.65436,4.77368,5.41902
118,11,9.55242,10.0574,9.54247,10.3589
129,3,0.344779,1.97769,0.34925,4.12727
132,2,3.60426,0.713842,3.60724,0.560414
130,0,2.16385,1.00486,2.17947,1.42742
130,1,0.203769,0.75269,0.229903,0.698772
131,0,0.805609,4.90533,0.853213,3.99299
131,3,1.19659,2.59256,1.12659,2.91194
158,10,7.30651,9.24516,6.744,8.61118
148,12,14.3849,13.6779,14.9922,12.5865
160,6,5.444,1.99167,6.07022,7.76037
166,0,1.18338,4.53592,1.84236,1.34599
166,6,7.95068,7.53398,8.65543,10.1644
172,23,20.7127,23.6669,21.5043,22.6919
195,0,1.67339,0.166108,0.868437,2.57708
195,4,1.5468,4.68886,2.36694,5.665
199,1,0.34727,1.35464,1.1681,2.28211
200,6,4.33863,0.954788,5.14969,3.32768
206,1,2.08093,2.95437,1.2913,0.836122
205,2,2.25496,2.07373,1.52848,1.47238
111,0,1.5332,1.24131,0.620864,0.824603
111,3,5.33354,3.66639,4.39877,3.87488
114,4,5.12553,3.43584,4.17124,2.52292
118,2,3.37476,2.46428,2.42193,1.51767
120,3,5.86163,14.1461,4.88479,12.2001
123,20,20.6862,15.7823,19.578,16.8418
143,7,6.34247,6.9321,5.19324,6.55671
150,5,4.21491,6.19154,3.03044,7.35868
155,2,1.01743,1.18073,0.191789,1.60394
157,1,0.652863,0.893066,0.581629,2.0019
158,1,1.19325,1.40304,2.43677,0.170808
157,2,1.85885,1.0429,0.585829,3.78639
56,4,2.78864,2.67825,2.9749,2.27269
52,1,1.93442,2.90779,1.74783,2.11972
53,2,4.36632,5.86333,4.1705,5.20448
55,9,8.78143,10.1653,8.56793,9.10435
64,2,2.77391,0.649041,2.96889,0.824806
62,5,4.63982,5.46514,4.81881,5.79908
57,2,1.5521,3.23252,1.37417,1.55264
59,0,0.770584,0.329693,0.589444,0.380181
59,5,5.50607,10.3494,5.309,6.67582
64,1,1.49107,0.344816,1.28516,0.411469
65,1,0.323369,0.573185,0.113841,1.18688
64,1,1.60256,0.948665,1.38748,0.102164
203,7,7.6429,8.16888,8.30375,8.28827
196,0,0.170822,0.124601,0.481755,3.08522
196,2,1.25655,1.35636,0.600801,1.14199
198,3,1.5002,3.66563,0.850693,1.36683
201,1,0.141867,1.74682,0.499385,0.867033
200,21,20.2969,19.4897,19.5961,21.6506
221,13,8.87237,11.5586,8.14131,12.8884
234,2,5.84411,1.5747,6.57,2.04377
232,4,6.56996,5.79666,7.29149,3.84472
228,1,1.57872,1.93138,2.30926,0.292066
229,0,1.58148,1.60063,2.33018,0.073663
229,2,0.655663,2.94383,1.41848,0.999277
213,8,9.54176,5.64394,9.50433,8.19576
205,8,4.66309,4.12101,4.70639,4.96184
213,4,6.92351,10.13,6.87569,9.43084
209,0,3.35115,2.038,3.28142,3.01351
209,4,1.55686,4.37414,1.6323,2.02485
213,13,8.468,12.2157,8.56626,12.1386
226,0,4.97905,1.2645,4.86888,0.94346
226,3,0.438817,1.13759,0.331591,1.03051
229,1,6.19889,1.63516,6.10775,0.662407
230,9,12.4911,9.64698,12.4151,13.4742
221,0,2.31525,1.16256,2.26327,3.37742
221,8,3.15143,7.48779,3.18037,4.90064
52,4,2.41474,1.94797,2.59149,0.214165
48,2,1.31012,0.1164,1.47546,0.951321
46,4,3.22922,0.539981,3.3781,0.546219
42,1,0.21005,1.6974,0.0659762,1.39949
41,1,1.70209,0.371269,1.8285,0.232952
40,6,4.95007,0.372824,5.05615,0.775938
34,1,1.18084,5.24403,1.0737,2.96829
35,1,0.813405,0.909598,0.916731,0.514665
34,3,1.49392,7.10568,1.59278,2.10057
31,4,4.78239,7.06249,4.66875,8.01949
35,3,1.00432,1.23607,1.11439,1.80763
32,1,2.30142,4.57019,2.18228,4.03022
131,5,2.10668,8.80656,3.15192,8.31823
126,2,4.12873,0.21135,3.07699,0.444198
128,0,2.44582,0.470214,1.40596,2.0471
128,6,6.1262,0.792796,5.08226,0.765149
134,4,4.40097,4.30282,3.34834,2.03675
138,8,6.41489,7.26961,5.34587,6.6323
146,2,0.394489,0.503209,0.668757,1.42158
148,0,0.162451,3.98838,1.23458,2.25533
148,3,1.13754,0.696638,0.0341528,1.13651
151,6,4.54987,7.09629,5.65641,4.2075
145,3,5.29368,4.91385,4.12035,10.7672
148,6,9.13222,10.9022,7.85248,7.21695
54,2,0.446341,0.234544,0.493098,1.90276
52,0,2.04015,3.09913,1.99297,2.68222
52,8,10.7752,12.4502,10.7266,12.4812
60,9,9.37541,10.0021,9.31894,7.57209
69,1,0.785545,0.941249,0.744941,0.736644
70,6,5.19819,4.97467,5.23112,3.70276
64,5,5.91607,4.78074,5.88835,4.81484
69,1,1.50139,4.21566,1.46957,4.11268
70,6,6.67482,6.66694,6.63602,5.17165
76,1,0.376294,0.451108,0.420866,0.20926
75,3,4.38119,4.3019,4.32713,1.86301
78,0,1.26604,3.79652,1.20224,3.28576
151,10,9.69617,9.90268,10.5251,11.9501
141,2,2.9606,2.62285,2.1195,0.784989
143,6,4.9973,2.34949,4.13602,3.26619
149,1,1.43105,5.41414,2.27709,4.85226
148,5,5.26026,2.41194,4.38947,4.35462
153,15,12.6965,14.5493,11.7611,13.7239
168,4,0.905432,2.32906,0.0436927,2.49844
172,0,3.04987,0.41721,4.00032,0.0543379
172,2,4.8729,2.38381,5.81742,1.85918
170,3,4.51597,3.27714,5.45717,2.58823
167,0,0.69124,0.340307,1.64847,0.0109868
167,2,1.17399,2.36494,0.186124,0.322716
336,35,35.0529,36.5432,33.6143,30.1875
301,12,8.62429,2.75939,10.1208,7.59906
313,11,12.6917,14.808,11.2168,12.0492
302,14,9.98027,2.52087,11.5588,6.21541
316,0,3.95008,8.04458,2.32398,8.28084
316,18,13.4521,10.0471,15.2137,10.4547
334,18,9.15303,16.123,10.998,18.013
352,6,2.04128,9.34889,0.148119,4.18688
358,0,5.46231,2.45847,3.59401,3.16136
358,17,10.5326,9.997,12.4403,12.738
375,6,10.4556,3.18327,8.6211,2.21995
369,2,0.59595,1.52,1.18564,5.65905
92,7,4.76148,6.70688,5.5351,8.71714
