actual,ae_persistence,ae_linear,ae_deep,ae_linear_mv,ae_deep_mv
1556,45,48.993,33.4166,49.1607,43.4391
1515,107,105.203,80.7851,105.361,80.9306
1556,82,76.2797,51.8442,76.4777,74.8838
1601,98,82.5186,69.7491,82.7064,77.2107
1622,102,78.9878,97.9744,79.1833,93.9254
1638,97,74.4211,98.1101,74.6092,97.5927
1699,37,14.5692,19.9755,14.72,35.9954
1724,24,4.91029,10.7035,5.02007,1.90827
1735,11,0.0447745,11.8601,0.155388,2.65536
1736,35,21.3288,9.57435,21.3697,19.6359
1748,6,2.51266,3.31347,2.57408,25.2375
1746,23,20.2504,16.5653,20.2994,15.561
2587,20,25.6895,21.2094,25.9579,29.7973
2565,40,43.8706,25.8796,44.1349,32.6591
2596,8,11.8988,9.3703,12.2105,29.0424
2607,51,43.2858,24.6537,43.5935,44.294
2605,75,58.5871,77.7935,58.8978,73.2931
2604,73,61.3916,80.0908,61.6997,95.2459
2658,23,12.1002,7.31945,12.4158,16.2442
2680,4,18.9722,25.5988,18.7054,27.3687
2677,8,20.8095,17.251,20.5365,22.6645
2681,1,3.52105,3.85512,3.3646,13.4629
2676,10,7.77386,19.3562,7.50423,38.2009
2669,6,12.2523,35.1193,12.0563,45.1986
541,27,25.5555,20.7177,25.1277,21.2403
534,31,30.0497,14.3968,29.6278,21.811
546,30,29.0561,21.3022,28.6481,14.7567
568,53,41.4102,43.5935,40.9894,39.378
565,89,67.7589,83.5025,67.3154,87.0658
576,71,49.1634,71.7376,48.7272,60.1333
621,27,7.21552,30.3373,6.77428,19.47
654,4,18.5254,37.0309,18.9809,22.8577
647,11,5.50559,1.20981,5.98755,3.42462
648,5,9.58641,26.2549,10.1099,3.74172
650,1,10.3155,4.96857,10.8452,11.9987
658,18,24.7827,23.1529,25.2945,22.8542
2108,24,33.7813,34.7425,25.2985,39.473
2009,93,69.3828,59.9534,77.9266,35.7505
2035,104,69.5592,16.4894,78.2887,31.7139
2084,169,110.281,74.1,119.36,112.513
2102,200,120.994,124.796,130.238,162.795
2139,155,76.3255,120.746,85.5459,117.897
2253,39,32.719,7.97093,23.6027,27.411
2302,40,81.6991,124.141,72.6179,111.293
2294,18,47.7968,56.697,38.6088,113.98
2292,22,14.0957,131.472,5.0632,50.2649
2262,17,28.589,56.4719,19.6863,64.4246
2276,18,30.2416,76.0636,21.2174,48.4351
2446,93,107.734,91.6663,108.816,79.2742
2444,116,126.427,87.9751,127.495,74.4724
2490,63,79.2926,47.0027,80.4516,80.4766
2539,107,103.497,68.4285,104.646,68.1091
2560,107,94.7964,96.6979,95.9598,82.1189
2553,118,107.221,116.689,108.39,105.711
2646,36,19.6399,29.3999,20.7951,33.8315
2667,3,5.73208,0.251615,4.60077,17.8851
2671,3,7.17623,8.90559,6.04721,7.49938
2682,13,5.75524,6.90737,6.80843,8.92913
2670,5,6.58396,9.82248,7.65853,34.9036
2668,14,15.2772,53.6094,16.3269,27.0939
4764,13,1.07478,15.6061,4.68079,8.04282
4604,140,136.922,65.9271,142.645,56.53
4655,113,110.05,69.127,115.957,153.202
4751,193,159.384,117.413,165.516,99.6562
4744,328,249.374,367.305,255.637,338.502
4768,303,233.868,316.967,240.036,380.561
4944,122,67.3108,97.6821,73.4483,112.176
5072,4,59.3921,75.2103,53.3146,28.0348
5071,23,82.6834,5.10449,76.6882,39.5563
5066,5,40.9722,62.3781,35.2776,62.3727
5068,66,37.4276,25.2641,31.535,22.3493
5048,29,87.5286,40.7462,93.5615,4.87472
225,7,7.02288,4.66091,8.35486,4.58392
205,11,11.2869,9.93241,9.971,9.04677
216,6,4.65124,4.04476,3.32282,2.31366
218,15,10.886,14.1493,9.50972,6.79508
216,23,17.4078,21.124,16.0021,25.5898
222,17,11.9697,19.4449,10.5679,19.9999
233,5,1.96427,7.76705,3.35472,6.14086
239,2,8.39563,5.98595,9.7922,1.05759
239,8,11.3517,4.0438,12.732,10.6035
238,4,8.41566,10.4875,9.80212,6.76219
237,7,9.82787,4.26943,11.1993,9.42081
231,3,6.14769,18.2885,7.51305,8.26006
2131,87,107.59,94.6986,95.4587,86.5833
1973,13,5.05902,7.33576,6.77061,13.9249
2013,2,23.0846,42.2822,10.9981,36.5582
2044,113,52.8639,80.1765,65.6128,69.2406
1986,262,166.375,262.826,179.477,321.943
2015,226,129.266,251.261,142.308,261.144
2157,98,4.11005,85.0072,8.93042,114.669
2248,35,57.9784,68.4001,44.8033,31.1002
2241,54,28.1287,11.5962,14.8751,20.0248
2255,77,7.97295,63.6792,21.0909,60.6131
2283,5,35.7398,4.05648,22.6701,10.8343
2295,8,39.299,50.3447,26.2329,50.4149
11567,250,262.447,215.078,274.356,340.415
11475,319,343.8,273.412,355.667,304.857
11622,187,224.629,135.716,236.701,201.526
11817,276,263.065,233.881,275.312,229.09
11794,416,376.351,398.293,388.674,403.097
11809,406,361.186,439.353,373.56,402.658
12093,104,63.9553,235.727,76.2873,214.735
12210,4,30.99,1.80317,18.5955,6.62718
12215,0,45.5004,11.4063,33.1844,16.9881
12197,59,10.0137,84.4942,22.1547,66.6983
12206,8,21.6084,28.6005,9.46855,106.612
12215,58,105.281,144.392,93.1819,204.787
8356,178,144.497,170.538,162.72,162.805
8324,197,170.369,132.056,188.589,167.157
8408,144,121.606,63.5863,140.159,114.12
8534,314,220.636,240.617,239.699,279.119
8521,461,318.718,370.531,337.969,491.935
8552,435,294.984,481.731,314.278,409.625
8848,143,3.47732,137.542,22.8275,111.897
8982,20,113.453,164.932,94.1544,104.216
8987,2,124.138,4.33228,104.933,97.2593
8991,1,102.759,189.021,83.9965,80.0819
9002,77,148.601,81.3842,129.746,101.508
8985,138,201.599,134.715,182.965,115.828
1340,37,24.0306,19.8746,24.4433,24.9667
1281,30,42.506,0.366856,42.0764,8.46974
1295,26,40.4162,50.907,40.0493,52.4456
1303,83,85.504,71.3611,85.0892,75.6583
1311,84,80.3314,79.1222,79.9238,82.5752
1321,79,75.3734,69.3646,74.9547,61.6055
1386,20,12.636,2.64275,12.212,8.19318
1395,5,3.53118,1.52502,3.0798,2.59228
1400,18,10.8276,13.0814,11.2604,8.63142
1406,5,1.55556,12.876,1.05096,18.2418
1400,10,0.795502,22.9527,0.309506,17.4039
1382,24,32.5399,14.3601,32.0158,27.1037
3041,141,143.924,120.779,125.87,157.54
2774,144,123.39,144.35,141.487,108.746
2832,125,101.331,118.881,119.808,129.027
2900,253,164.258,222.29,183.761,192.093
2918,324,205.742,303.915,225.709,379.068
2957,287,160.493,301.363,180.398,358.013
3153,103,39.6414,94.6988,19.7814,108.432
3242,6,134.814,148.858,115.022,96.2481
3244,8,134.564,62.096,114.986,131.194
3256,216,307.232,398.809,288.87,238.425
3248,279,339.366,272.129,321.169,281.991
3252,281,344.595,341.376,326.537,382.693
9273,252,263.881,267.485,290.501,226.38
9208,298,300.176,154.409,326.764,271.731
9312,254,248.762,143.663,275.611,277.226
9525,304,257.766,106.924,285.422,209.368
9506,682,546.713,702.005,575.037,704.9
9566,633,483.921,696.121,512.211,722.878
9829,371,236.353,383.653,264.61,419.624
10188,41,79.0661,61.8203,50.8333,17.2343
10199,47,55.1348,34.0238,26.8794,13.3942
10200,57,32.1861,29.9352,59.8973,153.619
10229,12,34.2166,3.13399,62.3391,88.1699
10246,48,85.736,23.1418,58.1393,109.152
5007,24,4.76805,5.94228,9.54724,58.5491
4908,95,99.4386,59.8561,104.154,74.5006
4941,69,35.7993,102.634,31.0048,19.1074
4983,32,42.8188,51.421,47.7369,30.1381
5003,107,93.2041,107.27,98.2077,90.0602
4872,239,223.926,256.623,228.931,232.612
5015,106,84.9355,139.878,89.8681,147.971
5110,39,58.814,59.7356,53.8952,51.5474
5111,50,86.4737,125.171,81.5879,106.138
5121,46,95.5339,181.006,90.8019,89.1312
5071,46,80.9373,88.5313,76.1955,164.701
5061,20,48.3505,137.424,43.5338,127.301
2456,125,118.465,125.599,127.926,130.365
2465,134,108.844,74.6084,118.334,57.1245
2527,113,74.72,4.58746,84.4357,77.627
2581,249,177.142,160.356,187.447,223.002
2599,323,220.591,341.042,231.127,297.951
2640,275,167.935,301.095,178.358,315.081
2830,77,16.6232,71.1444,6.32761,95.5324
2922,1,75.4848,96.1587,65.2066,70.0657
2915,16,41.8989,74.0788,31.52,56.2226
2907,73,16.4765,15.3156,26.6869,34.866
2921,54,18.3004,9.65056,28.5687,22.3211
2931,97,71.654,97.129,82.2103,49.1966
2543,23,33.8023,9.76409,25.905,8.35184
2433,82,57.3656,88.2774,65.1202,94.148
2471,35,43.7994,59.6954,36.0615,83.5717
2520,79,33.4488,73.6124,41.6355,37.2937
2515,187,119.218,165.951,127.647,243.984
2436,251,197.846,255.216,206.287,304.3
2599,84,18.478,90.3675,26.8393,117.035
2702,18,52.6082,41.988,44.2238,23.9284
2687,18,46.6467,25.0315,38.3829,18.5368
2683,8,56.3425,98.1663,48.2282,44.2371
2720,80,118.659,73.2957,110.544,112.963
2705,51,97.6346,92.0699,89.5807,125.643
1620,108,92.7588,121.538,86.0909,141.54
1448,45,52.1825,9.45173,58.7885,18.8916
1457,79,79.4109,4.86137,86.2509,54.5267
1512,186,160.177,100.649,167.665,95.5896
1493,362,297.116,370.645,305.088,365.735
1536,315,242.992,347.241,250.898,340.294
1698,153,83.9909,139.911,91.7806,152.897
1855,31,81.9412,118.287,74.2683,110.2
1851,16,52.3252,60.526,44.5763,78.8478
1851,10,21.4555,19.2811,13.768,59.3945
1824,39,22.061,22.822,29.7734,1.75059
1835,50,45.383,24.1656,53.2693,13.2172
132,5,5.80008,4.82944,6.69924,4.90959
117,12,9.96625,8.51545,9.06048,7.42517
124,6,3.57685,0.218294,2.67613,3.12367
127,12,7.77666,7.67349,6.82468,8.24072
129,15,10.4432,11.4065,9.45673,13.607
130,14,10.9866,12.2378,9.98897,12.7904
139,6,2.09974,6.09345,1.09251,2.97627
144,2,1.704,3.32399,2.72637,1.39806
144,1,1.85806,0.661117,2.88364,6.85439
145,3,0.535395,2.47715,1.57782,4.26416
146,0,2.01514,0.572788,3.04878,4.56346
145,6,2.879,3.22717,1.81724,2.93212
1365,28,0.326525,43.4087,0.343043,5.79769
1330,24,1.06311,0.827252,1.69479,14.2484
1353,18,9.75109,41.6062,10.3285,7.18463
1393,56,6.88632,19.01,6.32544,11.7937
1354,132,70.3051,59.2774,69.7472,112.439
1371,105,45.6782,68.76,45.1041,85.8384
1449,16,43.1988,7.76825,43.778,27.2203
1486,3,60.35,84.9145,60.9682,75.541
1476,14,42.0492,29.6806,42.7267,62.3748
1465,3,52.1682,114.398,52.8877,73.3945
1483,43,78.9939,80.6024,79.6748,86.6758
1490,41,76.2279,41.9768,76.9424,43.831
157,4,5.00418,5.69579,4.68632,6.26091
152,11,11.0424,10.6453,10.7177,8.57273
156,2,3.43285,2.6414,3.12508,1.26135
161,6,5.64275,1.32919,5.32069,0.880079
163,11,9.47234,10.6391,9.1363,9.54673
158,16,15.6794,17.4283,15.3415,17.4679
167,9,8.22546,7.79789,7.88401,9.56758
174,0,0.588747,2.63404,0.930975,1.51604
174,1,1.53313,1.60168,1.87536,1.53797
176,2,2.62725,4.41863,2.97457,2.28568
174,1,1.12934,1.2319,1.46624,4.53125
173,1,0.591416,3.57424,0.250033,1.42772
237,10,10.69,10.5074,8.98226,8.27058
235,9,8.03082,4.12964,6.35323,2.33568
242,1,1.78866,5.76119,3.4289,5.55599
247,13,7.74,3.72498,5.99962,3.8081
244,21,13.6983,23.51,11.943,23.3772
241,23,15.8634,20.4479,14.1147,20.9755
260,8,0.105817,10.0854,1.89234,4.13507
265,4,1.88387,8.25861,3.69962,5.16269
264,6,0.78471,4.35338,1.0509,2.23623
268,3,2.82626,0.112706,4.68094,9.81663
269,6,7.87903,8.33286,9.70936,14.7571
270,2,3.4125,6.7781,5.27543,11.1688
272,5,2.46268,5.98395,1.99183,6.68698
247,32,28.4316,22.0409,27.9757,24.0478
265,21,14.9308,9.35347,14.4911,11.6774
277,19,8.79022,6.36859,8.34022,8.5023
279,24,11.3448,19.1014,10.8815,16.6769
286,23,8.82443,25.2712,8.34836,23.5529
296,21,4.72652,21.2615,4.22599,14.6436
303,3,9.66811,13.2501,10.1767,13.0013
309,11,20.0695,26.7481,20.5739,23.1687
317,11,18.2062,19.976,18.7879,23.4335
306,11,5.0102,4.83459,4.39699,6.97873
298,26,20.9386,23.1908,20.306,13.8325
327,0,1.20667,2.60676,2.93885,5.75983
325,4,0.841443,3.57187,0.88549,8.52654
326,6,1.37501,4.05558,0.336697,1.00863
327,28,16.817,25.4632,15.0269,19.2709
329,34,18.1878,37.7122,16.3836,35.0418
332,31,13.5856,35.8164,11.7819,34.3043
355,9,7.46732,11.1516,9.29175,9.67034
363,4,10.1348,10.5903,12.0038,10.8663
363,4,9.43144,5.51698,11.3127,8.26175
364,2,10.07,9.31145,11.9961,16.2096
367,2,9.56379,0.82775,11.5098,16.4438
367,0,5.29113,13.1335,7.2571,19.6885
1427,29,12.7527,4.85678,21.7591,52.398
1380,71,40.0228,27.5724,49.0018,6.21111
1409,60,15.9153,1.01996,25.023,17.3532
1456,98,27.3514,27.5513,36.8622,60.3066
1451,171,69.8931,177.063,79.6451,165.699
1469,150,39.5575,196.34,49.202,168.564
1554,69,39.1095,76.4489,29.5562,70.075
1622,42,124.588,158.291,115.228,144.041
1619,29,95.9166,122.19,86.4365,120.182
1623,6,44.3502,60.6288,34.8698,20.1815
1580,51,29.9796,41.8968,39.6522,38.3738
1590,69,52.5712,31.782,62.4301,26.1812
725,1,0.645568,0.116228,2.89123,1.51645
719,4,3.5373,1.45278,1.30139,9.12197
724,3,3.8459,6.96882,6.04227,12.5103
724,23,15.2882,18.6796,13.0309,12.1767
723,29,19.6995,27.8284,17.4292,23.1868
721,32,25.4282,44.5414,23.1494,35.7394
747,7,0.546268,1.66781,2.83042,10.0746
752,0,8.94117,3.50417,11.2348,0.876346
753,6,12.464,0.212285,14.7583,12.8887
754,2,7.80085,0.549721,10.1907,7.55318
752,3,7.07999,0.786715,9.44059,16.479
747,0,3.66538,24.1879,6.03186,17.5393
1126,36,39.5761,18.5929,38.9541,35.0556
1115,45,48.8822,26.4451,48.2802,22.925
1144,18,21.4757,3.16278,20.8937,9.29731
1162,21,20.079,3.1744,19.4823,5.7638
1160,42,35.8229,32.9979,35.2127,32.8324
1162,41,33.0752,38.5733,32.4774,44.3986
1183,19,9.87041,15.8467,9.26456,17.5905
1202,19,24.2156,24.3624,24.8222,19.4479
1203,24,25.4385,28.7395,26.0362,26.6389
1202,9,11.0722,9.37812,11.7189,5.08814
1183,9,7.18199,6.0474,6.53175,5.30754
1179,2,2.75253,12.0232,2.10605,5.03923
137,16,21.7472,24.7301,21.4766,23.5715
138,20,24.5713,22.5363,24.2946,31.8677
142,20,23.762,30.4008,23.4827,32.1173
153,17,20.1491,21.589,19.8587,28.3138
158,23,24.2297,29.548,23.9238,28.8797
162,24,24.2741,30.6963,23.9563,24.5574
170,17,17.1634,25.3712,16.837,23.4127
181,6,7.09929,26.0505,6.76192,20.6201
186,1,3.81629,11.0657,3.4758,16.6792
187,3,6.29308,17.2243,5.93305,16.2753
187,3,6.54688,3.13321,6.18575,4.39688
187,7,10.6376,8.43196,10.2654,7.10259
36,2,2.39083,2.68867,2.57346,2.89297
32,3,2.50777,0.355918,2.32239,1.66797
34,1,0.119478,1.78603,0.0605438,1.0472
34,2,1.02411,0.270722,0.838563,0.980239
35,3,2.35741,0.547268,2.15541,2.71736
35,5,4.64764,3.84403,4.43661,2.96565
36,5,4.00781,2.53923,3.79107,1.80431
38,1,0.0756226,0.405135,0.28598,1.29612
40,4,3.78374,8.3785,3.9835,6.35627
41,2,2.22797,3.82511,2.43702,4.64999
39,3,2.19249,1.51442,1.96909,0.2045
36,5,4.59116,2.0604,4.3707,3.45695
91,0,0.825433,2.17036,1.07068,1.22667
87,8,6.5353,1.23489,6.28521,4.48122
93,6,4.38013,2.38892,4.12522,3.90989
91,9,6.64564,4.94892,6.38915,2.0938
95,11,7.73261,8.95413,7.45856,8.26136
99,8,5.35521,6.54898,5.07268,7.57811
100,9,5.28637,8.78857,4.99962,7.10242
106,2,3.94236,4.90669,4.22094,5.26428
107,3,4.86237,2.05193,5.14483,8.10182
109,1,2.57549,8.98257,2.87294,2.7933
104,8,7.09927,7.51528,6.79272,6.98207
104,14,11.609,14.477,11.2857,15.1713
219,23,30.2865,29.7562,30.3561,27.3029
194,1,8.15734,10.5288,8.22208,16.0895
196,1,7.16986,13.7589,7.234,6.72828
196,23,8.3888,7.0687,8.30905,10.924
193,25,12.4256,12.8864,12.3427,11.9292
197,18,7.80654,8.28809,7.72962,8.88906
219,2,12.4195,7.08068,12.5155,14.8167
218,10,0.46253,1.24197,0.353509,8.42897
215,39,27.7607,32.7029,27.6147,9.6265
217,46,35.0492,21.8333,34.8671,20.6622
228,34,27.1718,28.1143,26.9948,11.0854
254,5,2.40237,1.00077,2.5827,6.2171
97,16,19.6025,20.1346,19.2243,13.6847
102,13,16.7547,8.21892,16.3659,8.72843
107,12,16.336,15.543,15.9418,18.4708
113,19,21.1625,12.8817,20.7298,13.9342
115,22,23.2392,20.2732,22.7895,19.1188
119,17,19.634,14.0525,19.1882,12.5776
132,9,9.88017,6.56117,9.42144,8.96365
137,6,6.09809,4.57263,5.63518,6.7837
136,7,7.03467,7.49512,6.56758,5.47303
141,6,5.57764,1.32344,5.10137,2.31571
143,1,2.36144,0.534258,1.89286,0.857016
143,1,1.7142,3.57264,1.2451,2.54092
110,1,1.58879,1.96926,1.47552,3.23095
106,7,8.98812,3.0528,8.87019,5.49966
106,12,13.536,9.83922,13.4236,8.45652
109,20,18.8514,18.2651,18.7282,17.0523
113,19,15.701,20.2589,15.5813,17.9102
118,12,9.46494,14.4135,9.3454,13.4711
129,1,1.94629,1.8264,2.06422,2.28404
132,1,3.52517,1.26082,3.64828,1.6642
130,1,0.934833,5.52458,1.06138,2.46011
130,4,2.75563,4.00899,2.60598,5.10393
131,4,3.08315,0.32192,3.21718,2.74141
131,3,2.95493,9.76063,3.09489,6.96252
158,8,12.0953,8.00105,12.6003,4.48089
148,18,22.7274,10.0895,23.2352,11.7517
160,12,16.1596,10.1514,16.6973,12.3617
166,29,28.7692,28.2278,29.3626,23.2877
166,29,27.1464,24.6848,27.7379,24.4562
172,27,22.682,26.856,23.2751,24.4403
195,5,2.03214,7.64465,2.6265,9.41128
195,11,8.67057,7.49278,9.2799,7.28382
199,6,4.68851,0.586015,5.29149,4.55343
200,3,2.85637,5.35653,3.41681,8.24307
206,2,0.756047,2.91968,1.31043,1.81083
205,4,1.54832,3.08446,2.12051,8.47933
111,7,11.5958,11.93,10.7023,7.27607
111,9,13.2237,0.948172,12.316,7.56273
114,9,13.4364,11.1405,12.5176,14.9173
118,25,26.6867,20.2129,25.6397,19.3302
120,30,29.3379,26.4909,28.2636,27.318
123,32,29.511,29.272,28.4099,29.6644
143,14,11.7445,13.3268,10.6202,14.9581
150,8,7.42668,4.39134,6.27882,6.21922
155,2,2.51929,1.86509,1.3704,3.29408
157,2,2.99905,1.78295,1.81564,1.31037
158,4,0.598507,0.412233,1.76956,5.40437
157,1,3.54302,8.33665,2.35881,2.13536
56,1,2.04643,2.57624,1.90457,1.98735
52,12,12.1619,16.9746,12.0013,14.0518
53,9,8.86103,14.9532,8.70658,13.3605
55,2,2.88174,5.5781,2.74201,6.37203
64,5,4.84279,8.18942e-05,4.98679,0.0722017
62,3,2.32005,2.73598,2.46627,4.96202
57,7,7.79414,17.5567,7.62361,13.6845
59,6,7.71336,12.0672,7.5375,11.1452
59,5,6.6962,6.79166,6.52127,8.5977
64,1,1.90702,3.26449,1.72282,1.18186
65,1,2.07679,6.45565,1.88952,5.14084
64,6,9.54647,3.43819,9.35149,0.993097
203,5,3.75289,7.14126,4.40026,6.12534
196,5,5.02476,3.5836,4.36613,4.6775
196,4,4.84938,3.83695,4.202,3.93698
198,23,20.8117,16.5591,20.1073,16.7361
201,33,27.6499,30.1269,26.9112,31.0047
200,32,26.7167,33.2769,25.984,30.4249
221,7,1.8735,2.15907,1.14974,4.26333
234,5,9.98858,11.0684,10.7232,10.0755
232,3,6.12962,11.2076,6.87121,8.7968
228,3,0.582129,3.19442,0.179435,1.44764
229,1,2.83201,3.00096,3.58117,8.06828
229,1,3.45139,5.36846,4.20733,3.67654
213,4,5.63434,4.06891,5.78683,5.92868
205,4,3.35735,2.54609,3.21102,1.68329
213,0,0.450382,7.93795,0.58018,4.67751
209,17,11.4559,17.7748,11.3076,13.5208
209,17,9.86706,10.1041,9.72606,14.6307
213,16,9.14736,14.3548,9.00667,8.41476
226,4,4.91834,3.49097,5.05599,2.46296
226,5,11.0433,14.6092,11.1748,13.1223
229,8,14.3093,10.0838,14.4475,14.2655
230,1,8.85512,13.6405,9.02279,6.14883
221,1,3.66397,0.373742,3.81948,0.879799
221,1,4.1196,4.22562,4.28481,3.18632
52,10,6.90743,4.31938,7.02094,5.58332
48,7,4.50477,1.90579,4.61366,4.94646
46,6,5.47377,5.34255,5.576,4.22917
42,8,6.55246,4.02033,6.63671,5.09096
41,6,4.8257,1.31899,4.91323,0.748145
40,6,4.52688,1.82791,4.61253,0.845096
34,3,0.871873,7.69125,0.953103,5.03379
35,0,2.00745,13.2014,1.90769,8.82429
34,2,1.00233,9.80558,0.908013,9.56759
31,2,4.6708,13.1056,4.57142,11.0028
35,2,1.08219,8.60784,0.979419,1.62048
32,0,3.43428,3.98258,3.33617,1.21105
131,3,4.8126,10.1882,3.87581,14.9023
126,8,14.9004,0.497859,13.9393,1.85127
128,10,15.9991,3.10845,15.0338,8.97934
128,18,19.4268,9.68475,18.4358,7.49269
134,14,13.0091,3.27294,12.0207,3.16004
138,10,9.23394,2.54165,8.24068,0.440869
146,5,3.77382,3.42088,2.76113,2.3404
148,3,1.33002,7.91908,2.33068,9.78648
148,0,3.23317,1.03292,2.18793,7.54754
151,3,8.24987,30.7116,7.12095,45.511
145,11,17.6309,95.7715,16.4826,114.843
148,9,15.9071,28.817,14.7444,77.5315
54,6,10.0581,12.0367,10.0374,12.202
52,17,19.3982,19.6853,19.3787,19.4142
52,18,19.1647,23.0845,19.139,22.1721
60,4,5.54937,2.56937,5.53268,5.25466
69,0,0.997282,0.521071,0.973659,0.363929
70,0,0.922365,5.19598,0.904963,4.29609
64,12,12.532,11.8594,12.5047,12.8368
69,6,6.82967,13.1775,6.79769,11.2739
70,8,9.44301,7.35973,9.40582,8.84191
76,2,3.64097,10.6271,3.59486,4.87219
75,6,8.02588,13.0187,7.97382,9.05705
78,2,2.18745,2.14607,2.13961,1.04886
151,2,1.35877,5.64815,2.17859,3.77135
141,7,7.81764,0.660736,7.00747,0.754245
143,10,10.0404,5.10523,9.21733,6.7346
149,19,15.5513,13.6499,14.6631,15.1705
148,24,19.6538,22.7498,18.748,22.9483
153,19,14.8476,22.084,13.9393,19.0815
168,2,1.96276,1.49021,2.86564,1.53966
172,5,7.61572,9.0568,8.5173,9.4614
172,5,6.25303,6.11836,7.16654,7.28813
170,1,1.33524,4.47967,2.26394,3.41454
167,3,3.52525,2.82676,2.58757,1.17481
167,4,4.79313,2.41292,3.84626,0.358946
336,34,29.3188,23.9909,28.0502,39.1015
301,15,16.7167,1.80906,18.0192,5.81083
313,3,2.92712,0.407399,4.24632,6.75339
302,32,27.0596,16.6111,28.4459,9.58489
316,36,24.0302,31.2266,25.4634,26.3951
316,42,29.3146,51.4997,30.7531,48.3519
334,24,14.5953,22.1903,16.0547,15.3448
352,23,12.8479,9.16983,14.341,11.8325
358,11,2.34209,10.5382,3.8034,1.64864
358,13,6.72013,5.74112,8.13,6.76558
375,5,7.25466,6.03744,5.82315,18.6116
369,2,1.98178,23.4178,3.43132,17.8817
92,3,6.15863,0.461517,5.32236,0.298481
85,11,14.0789,3.71973,13.24,2.81549
93,10,12.6806,4.60786,11.792,6.95262
95,21,21.0869,11.729,20.1155,12.1001
96,31,28.2771,30.6335,27.2346,30.1685
103,22,18.8182,20.9136,17.7964,22.4064
116,8,4.4929,6.34597,3.47977,7.07292
127,6,8.27968,7.17448,9.28025,9.17495
125,3,5.06356,6.3328,6.07888,3.64734
124,3,4.28317,6.85944,5.30575,4.63524
