actual,ae_persistence,ae_linear,ae_deep,ae_linear_mv,ae_deep_mv
452,76,83.7541,102.711,82.5801,111.971
463,67,77.6158,103.177,76.4453,93.555
488,62,70.0406,77.3149,68.8472,79.209
520,30,41.0144,53.0453,39.8198,54.3098
520,31,43.3466,47.9938,42.1324,58.0205
516,30,43.0746,42.434,41.8875,52.7877
528,20,34.1426,31.4955,32.919,37.7256
530,29,42.717,84.5489,41.4287,69.6931
6,1,2.42124,2.67385,2.40135,5.35968
7,7,7.1438,6.65514,7.09613,6.86647
9,6,5.92895,8.2563,5.8735,7.89701
7,9,8.61943,9.95906,8.55621,9.74636
7,9,9.05753,11.5974,8.9887,8.47769
8,8,7.94063,7.91379,7.87656,6.90687
7,7,7.24847,7.01864,7.18741,9.12953
14,0,0.0786514,1.32106,0.0237382,0.29999
15,1,0.652425,0.385451,0.703168,0.640376
16,3,2.65393,3.85748,2.69987,3.88284
16,3,3.03897,2.02198,3.08352,3.36858
16,4,3.77197,5.50483,3.81622,5.79274
292,49,49.4518,36.7418,49.775,36.1863
301,45,41.8683,40.8521,42.1776,43.1772
314,34,29.7502,28.151,30.037,40.0207
314,35,33.2247,32.6241,33.5247,21.9506
320,40,35.3327,36.246,35.6397,26.9899
323,39,38.1432,25.5695,38.483,23.554
341,36,33.397,13.4522,33.5552,24.8335
346,34,33.9973,16.6898,34.1841,0.396265
348,41,42.3982,23.5933,42.6027,26.863
349,58,53.7637,36.2387,53.9801,37.5225
360,45,42.3656,27.5626,42.5823,28.2006
362,51,44.0624,25.4928,44.2557,25.8107
1300,138,74.6943,146.947,73.0207,95.8699
1312,149,71.2463,156.443,69.4719,103.011
1335,125,44.5676,120.139,42.7042,108.874
1345,114,39.0323,112.093,37.1262,64.3325
1355,126,48.4998,97.8347,46.5719,65.1352
1365,106,36.9966,107.299,35.1856,53.2643
1438,36,25.5085,23.758,27.3231,36.0716
1461,23,33.0034,1.42466,34.6662,37.881
1460,46,11.5275,22.4941,13.1563,9.41943
1459,71,7.71047,8.01003,6.11452,17.8359
1481,62,5.83472,17.6676,7.48921,18.1642
1471,80,3.798,44.6885,2.01359,0.252552
1190,197,173.655,137.999,172.389,168.302
1182,247,202.587,214.723,201.196,219.225
1214,219,172.803,220.441,171.296,199.822
1274,158,115.143,124.726,113.647,112.003
1260,190,143.35,143.021,141.897,127.776
1277,175,128.681,158.273,127.43,132.672
1387,94,41.6385,64.5129,40.8569,35.7316
1429,37,5.86372,28.324,6.40366,36.3137
1433,57,8.92833,13.171,8.49521,34.2658
1432,66,13.722,8.39725,13.3774,10.8939
1450,47,3.55207,2.34761,3.89298,4.05934
1452,52,3.05439,9.44386,3.51836,15.2571
1144,197,103.344,164.504,97.7999,142.974
1141,235,117.785,242.295,112.073,182.9
1175,196,76.5198,175.91,70.7364,171.899
1238,139,20.3594,106.828,14.5092,60.9578
1245,150,34.3705,79.7219,28.4494,24.5175
1256,151,39.4188,109.365,33.5594,58.5782
1341,93,14.91,52.0364,20.7648,55.1751
1376,47,44.4575,35.7617,50.1376,63.1882
1371,62,26.7171,27.7977,32.3997,51.1109
1377,63,22.6461,35.6881,28.3672,44.9366
1395,69,18.2199,26.0522,24.2347,4.02111
1407,82,11.4052,55.7623,17.817,28.8771
5368,76,144.509,134.188,144.118,142.426
5312,204,52.7417,57.8215,52.905,41.5614
5369,147,92.4499,40.5294,93.2912,1.10692
5384,153,83.5636,27.0845,84.6548,117.074
5361,184,53.1588,5.8906,54.365,56.1625
5349,166,57.8816,37.5022,58.7058,54.7166
5444,75,132.311,114.324,131.669,205.605
5516,41,241.96,205.752,240.686,304.29
5516,52,259.333,358.37,257.807,305.933
5537,163,353.031,388.218,351.281,429.111
5545,172,355.882,267.183,354.265,392.154
5515,143,362.624,261.023,361.194,449.806
1732,188,170.997,138.963,173.077,130.952
1739,191,166.497,159.244,168.565,165.799
1765,164,134.633,143.294,136.626,147.374
1799,131,107.439,121.545,109.427,112.019
1814,127,103.988,108.482,105.956,90.035
1828,106,93.1511,63.2315,95.1672,41.6081
1920,43,33.0252,3.67845,34.8724,13.2754
1930,47,41.0907,10.1686,43.0136,26.0102
1929,47,49.5344,5.78019,51.4348,6.97653
1930,72,66.6375,30.8981,68.5175,19.7174
1941,64,64.5506,64.3079,66.3541,53.6787
1934,77,70.02,93.0879,71.7295,68.4562
1745,40,5.48879,22.8728,9.27383,31.1786
1699,93,48.1413,97.5249,51.8523,76.695
1722,71,24.1318,78.2602,27.7986,65.1974
1738,57,9.53428,50.7065,13.1832,38.1946
1742,56,10.4769,48.4464,14.179,18.7742
1755,44,0.0106427,64.555,3.82023,8.73143
1785,21,24.4702,29.2565,20.4475,26.6722
1792,8,39.8081,7.30779,35.6654,52.5482
1793,1,35.9609,31.6025,31.745,36.8359
1795,2,35.547,49.509,31.2972,28.0554
1798,5,38.7364,24.6689,34.4847,21.973
1799,11,31.4456,18.3844,27.2532,26.7564
2015,77,35.0813,55.2005,29.9826,50.5193
1943,197,133.795,203.748,128.474,162.96
1961,183,117.989,201.17,112.546,175.55
1984,166,96.9672,170.216,91.4631,126.262
1987,159,96.1609,150.63,90.6652,118.878
1990,152,86.0296,135.515,80.6846,123.206
2092,38,20.0738,33.7616,25.4723,6.08147
2140,44,86.9222,31.599,92.0454,90.4412
2144,54,101.83,91.679,106.927,74.4837
2150,102,136.954,158.143,141.893,116.072
2146,102,137.089,112.487,142.014,127.459
2142,99,146.493,144.251,151.46,140.266
6172,330,291.366,288.471,292.763,273.153
6133,489,414.772,545.102,415.595,525.217
6195,431,360.779,523.838,361.24,477.848
6266,371,295.769,414.944,296.136,407.645
6259,385,300.738,376.285,301.239,344.734
6286,336,258.675,396.938,259.681,325.992
6502,159,54.5543,173.23,55.7998,88.8254
6622,1,97.9904,55.3698,96.0776,95.1514
6626,38,141.511,180.392,139.218,191.355
6637,85,192.63,223.814,190.004,161.824
6644,150,249.058,284.511,246.301,277.486
6622,168,282.384,347.769,279.746,354.43
4587,313,213.371,303.74,213.686,288.572
4485,440,318.767,432.525,318.816,424.607
4520,405,282.495,409.883,282.348,394.221
4625,304,183.388,303.185,183.154,268.23
4675,263,146.98,248.306,146.724,205.087
4718,224,120.405,257.865,120.34,192.948
4900,63,45.2583,85.8399,44.1216,21.9251
4925,10,89.0843,32.8085,87.6766,116.455
4925,1,77.5755,56.5222,76.0536,65.3978
4929,12,74.3064,56.2104,72.6757,30.4784
4938,8,95.8328,94.0362,94.1652,67.7247
4942,4,109.781,111.093,108.232,97.427
3530,223,169.419,215.139,167.288,224.601
3439,355,282.373,359.84,280.018,339.549
3491,305,231.615,288.222,229.109,289.123
3543,264,195.042,255.459,192.435,222.819
3547,294,220.519,294.007,217.885,247.937
3589,259,189.449,299.145,186.974,214.217
3753,97,23.4815,108.075,21.0832,58.8305
3794,29,32.2678,18.1191,34.3406,13.7005
3796,36,26.9729,77.7817,28.898,37.7526
3807,54,17.5536,4.77025,19.3881,17.0344
3841,15,57.218,44.8188,59.0742,8.74329
3848,13,70.1326,23.4329,72.1221,44.0979
2231,96,12.7244,21.9506,18.9158,25.8577
2222,130,36.3223,49.4653,42.3938,0.82702
2247,111,10.4541,25.0055,16.3163,6.43684
2253,88,0.770144,28.8999,6.56041,32.8392
2240,98,11.2736,0.725927,16.9834,13.3042
2242,75,0.712175,11.7981,6.44476,5.70693
2327,8,73.008,124.857,67.3541,105.315
2352,29,94.4821,90.6524,88.6995,168.51
2358,45,103.341,161.641,97.5263,173.004
2341,24,93.9383,147.306,88.0634,141.783
2338,58,118.675,118.138,112.916,133.585
2317,54,118.318,72.6831,112.706,147.732
775,90,24.9455,90.5806,20.1956,56.4098
727,149,76.6328,128.519,71.5548,118.923
767,102,39.8171,96.986,34.5728,96.5695
795,74,6.1981,59.9246,0.895432,65.0805
800,75,7.21117,55.1316,1.8703,14.2746
816,59,1.70587,48.3433,6.88172,19.9648
865,5,65.7999,28.1231,70.488,57.0622
876,32,90.4939,68.3241,94.8647,63.6224
869,28,90.589,79.6716,94.7183,74.1944
869,56,114.174,108.144,118.055,112.399
875,58,123.096,135.868,126.892,140.867
875,56,138.392,134.232,142.144,119.301
56,3,0.678987,8.6945,0.360193,8.16343
59,4,2.18115,6.20809,1.87303,5.46076
59,2,0.873739,1.37061,0.576052,0.979192
51,6,7.48963,5.05723,7.78234,4.65836
53,5,6.99871,3.64166,7.2938,2.07058
52,7,10.2925,6.44895,10.599,6.71798
53,6,11.2832,27.0427,11.5771,18.5334
55,7,12.2353,14.785,12.5499,18.7114
57,5,11.391,13.8728,11.7167,7.75658
57,5,11.6025,21.53,11.9332,18.2769
58,6,11.7719,17.8181,12.0888,17.1091
59,6,10.9297,17.7782,11.2359,20.421
1431,99,109.164,77.9339,110.58,88.2184
1417,137,137.355,125.284,138.754,136.472
1443,114,114.825,113.313,116.205,113.972
1469,92,91.3096,96.8544,92.6941,94.797
1478,90,90.4394,91.5443,91.7924,90.4241
1485,83,87.3465,85.169,88.7304,95.7674
1530,48,51.9575,43.209,53.3127,34.2574
1554,18,26.5314,19.3936,27.9548,6.52248
1557,22,28.6234,11.9494,30.0293,8.9897
1561,10,19.8896,23.8683,21.3019,22.3406
1568,11,21.9997,8.37738,23.4019,11.6038
1568,22,24.4816,3.27293,25.8315,25.5703
621,53,45.1681,16.605,43.8459,24.5465
588,101,84.6211,79.1065,83.2406,89.6315
593,101,78.3226,102.109,76.9232,82.1088
594,98,73.2549,67.0715,71.9202,68.2019
600,85,62.1597,50.8664,60.8816,39.9483
611,70,51.0536,28.2907,49.8875,37.9456
674,14,5.00409,25.9749,6.02774,37.0952
689,8,22.3373,62.0288,23.2481,73.9931
694,10,19.4361,76.6702,20.3135,67.9325
692,3,10.8909,47.5797,11.7497,21.8162
685,12,0.0652497,2.72512,0.978782,1.26025
681,18,4.97294,27.4591,3.96388,14.0274
3750,152,122.966,157.279,125.781,155.953
3624,270,227.964,265.825,230.701,274.765
3671,212,157.189,261.161,159.879,183.824
3690,162,116.446,177.895,119.149,149.767
3715,109,67.419,56.8476,70.3024,67.5018
3760,56,3.32271,0.831592,6.65915,15.4549
3902,101,165.552,119.533,161.919,172.763
3894,131,174.756,185.871,170.719,222.71
3883,118,162.282,241.523,158.017,236.299
3852,49,120.145,140.337,115.655,119.124
3824,51,108.433,141.584,103.865,164.326
3816,35,96.7931,115.112,92.3953,71.143
3629,129,48.8382,122.061,56.1498,101.037
3598,210,101.402,222.336,108.526,165.488
3633,174,59.9963,211.938,66.9675,168.056
3682,119,2.17212,141.794,9.13991,67.196
3611,166,57.7221,134.24,64.7676,91.7068
3647,117,17.4201,152.453,24.7215,47.8503
3758,21,80.7353,4.43963,73.8701,65.0322
3808,68,145.934,72.605,138.83,185.197
3807,49,124.368,89.6326,117.137,140.322
3801,27,107.546,39.5419,100.237,103.31
3777,12,92.9097,61.1652,85.6452,62.6735
3764,1,94.6109,88.5732,87.4665,67.254
2653,214,161.41,158.918,161.362,198.385
2573,329,253.897,343.984,253.653,303.476
2628,276,200.89,292.627,200.467,260.485
2706,208,130.588,201.776,130.121,154.083
2717,201,124.228,191.521,123.823,137.195
2739,146,80.9969,159.704,80.8957,114.273
2867,43,32.8111,70.4449,33.3853,18.5273
2902,20,81.1473,65.5606,81.3642,113.776
2904,9,58.7062,62.3634,58.7002,93.831
2914,16,62.6405,63.7272,62.4696,57.2359
2918,8,75.5253,60.463,75.3321,70.7697
2885,33,52.4212,54.6967,52.3267,66.2557
9815,531,191.956,236.843,190.372,392.917
9228,1489,977.546,1332.15,974.474,1373.08
9380,1272,819.777,1260.77,815.974,1216.06
9802,904,418.176,842.871,413.941,614.463
9830,978,519.303,849.985,514.669,556.451
9967,1054,557.676,814.993,553.929,810.367
10346,623,134.41,417.068,131.523,237.063
10717,16,375.294,244.77,376.426,315.693
10652,116,325.675,393.383,326.125,138.273
10706,265,614.394,757.998,614.302,475.486
10808,282,616.775,291.111,617.145,396.253
11021,336,793.909,419.492,795.193,645.892
38042,1239,399.344,538.418,396.973,814.996
37108,2772,743.57,1667.93,738.903,1990.3
37462,2419,418.304,2655.97,409.214,3036.39
37879,1952,23.8425,1517.75,35.017,414.114
37818,2045,153.202,1129.07,142.3,263.246
38053,1652,114.994,2358.53,108.225,89.4174
39281,503,999.983,1222.03,1021.46,708.555
39880,395,1485.66,48.8195,1502.69,2586.61
39881,123,915.276,830.727,930.42,2356.37
39831,608,459.311,900.913,476.25,516.3
39863,550,414.851,1577.54,437.209,303.43
39705,831,325.007,2542.43,354.974,1092.78
1482,79,42.4154,53.8092,44.014,58.1928
1450,142,92.9852,123.428,94.1568,115.144
1479,108,79.03,85.6791,80.0149,72.0936
1501,88,49.4201,56.6775,50.2694,70.6866
1500,97,55.1566,72.0358,55.9676,52.8494
1462,129,103.144,141.066,104.15,108.492
1561,27,11.767,28.1852,10.0603,26.0397
1592,32,56.5611,61.0417,54.6122,92.1216
1587,17,58.3083,65.3563,56.1585,50.3394
1589,73,102.521,158.725,100.267,112.702
1597,83,121.815,121.855,119.338,177.114
1591,62,143.911,196.865,141.406,121.54
3077,293,143.608,164.142,131.763,273.639
2984,569,340.163,529.766,327.155,530.983
3047,498,279.918,489.791,266.544,520.251
3199,340,116.224,335.051,102.813,264.278
3065,534,289.826,375.798,276.376,366.646
3118,438,231.075,526.624,218.31,309.51
3370,203,15.9417,258.913,27.5751,35.6411
3553,18,200.178,71.1241,211.083,205.916
3545,11,181.631,218.595,192.143,227.829
3539,19,200.311,161.417,210.552,105.113
3599,64,244.824,221.536,255.176,142.698
3556,27,204.519,177.875,215.451,74.1861
636,7,1.22275,16.6737,0.336108,12.4733
608,34,35.0787,30.5437,35.9535,36.2396
611,32,31.851,24.1337,32.7241,34.4462
620,23,21.492,17.0321,22.3693,17.1852
629,13,12.2761,10.6158,13.1707,7.43934
609,28,28.609,16.1102,29.5605,26.2327
629,13,9.90105,0.189858,10.1784,5.91468
642,7,5.23134,19.2512,4.9131,21.601
643,7,4.40001,22.6719,4.06708,28.7762
643,0,0.00922781,4.60431,0.349374,5.54254
642,6,5.45327,0.69637,5.80926,0.145282
637,9,6.10158,1.74784,6.45656,8.14178
2506,5,64.5502,38.5974,57.9693,47.7415
2454,71,1.54408,63.7327,4.93814,28.4777
2483,43,30.9705,40.9668,24.6669,21.7211
2499,23,46.2269,5.38388,40.0074,1.25864
2484,44,19.4946,21.4706,13.2726,11.9588
2411,119,52.4298,100.244,58.7587,86.9052
2501,42,16.1697,29.2142,9.54985,34.5399
2525,0,44.7184,33.7332,37.847,69.4168
2526,7,60.4421,106.401,53.6607,86.3706
2522,38,80.6695,133.917,73.9019,99.2579
2528,52,84.2016,44.1586,77.4878,67.8713
2530,68,116.459,100.313,109.924,145.083
3379,153,56.1414,114.303,60.2103,82.8493
3336,246,125.456,242.438,129.292,213.301
3374,211,92.1134,181.04,95.5886,238.753
3483,107,3.05483,117.482,0.356651,74.9904
3466,141,24.26,102.674,27.648,96.7471
3410,190,81.0434,223.663,84.6484,162.285
3532,77,18.4901,43.4824,14.5069,7.53498
3582,8,82.7411,13.5832,78.5181,61.4024
3585,18,92.7628,35.3039,88.5285,92.0294
3590,39,98.1955,119.263,94.3348,76.1709
3607,51,37.67,110.335,35.4294,72.0434
3600,27,64.5098,196.516,65.1499,67.6238
1529,125,120.624,112.583,122.034,106.94
1518,151,138.812,143.944,140.148,136.129
1556,114,101.821,129.087,103.109,102.155
1582,88,73.6594,84.1315,74.946,73.6954
1578,90,78.0278,83.5664,79.307,75.8342
1580,85,76.3647,76.7421,77.7204,76.2986
1654,15,5.66586,7.2049,6.85294,10.245
1669,9,13.1812,20.7543,11.9001,28.9046
1670,3,8.69199,45.3022,7.36566,39.8349
1670,14,19.7479,60.0742,18.3738,36.0789
1668,15,20.6098,43.6112,19.2393,35.6215
1665,13,22.3479,39.156,21.0296,44.2094
4743,420,362.083,291.557,359.161,325.521
4667,565,471.479,444.236,468.386,476.792
4732,508,407.916,424.391,404.628,457.357
4810,436,336.494,381.224,333.254,320.987
4837,436,349.586,309.069,345.977,288.419
4883,393,345.018,361.827,341.599,250.658
5163,261,170.88,181.744,166.713,163.185
5232,154,82.6443,192.549,78.793,21.6679
5240,145,103.367,124.228,99.6248,53.2721
5246,158,83.9049,52.2596,80.3156,80.2827
5273,140,73.3325,71.2746,69.6127,123.453
5276,149,64.4576,58.9256,60.698,145.313
4328,456,402.263,394.924,399.229,345.264
4350,500,414.757,481.125,411.575,436.012
4413,432,338.179,429.669,334.79,383.214
4485,365,292.517,347.307,288.993,294.899
4487,389,322.921,304.492,319.321,264.61
4548,351,292.202,302.837,288.639,205.065
4784,156,109.725,66.5596,107.036,25.466
4850,110,77.0561,16.1392,74.5607,110.345
4845,165,138.38,55.7176,135.786,20.0628
4850,266,212.732,151.223,210.093,212.115
4876,227,176.122,275.256,173.386,260.12
4899,203,142.883,270.722,139.881,219.376
4101,179,167.966,109.222,174.66,27.9036
4061,303,238.01,88.4371,244.727,177.157
4102,243,167.053,196.408,173.542,170.814
4200,16,41.2721,111.449,34.8092,200.511
4181,66,34.5831,15.0913,40.9373,105.584
4135,67,93.9665,11.493,100.522,2.60338
4280,184,147.559,131.611,155.982,12.2394
4364,86,58.8622,95.5451,67.7892,101.061
4345,105,74.5986,120.738,83.7824,89.4451
4184,272,236.589,78.8102,246.014,95.3969
4247,234,191.455,82.8962,201.09,77.8859
4202,325,239.246,51.4646,248.878,62.7648
3738,30,14.8117,34.3319,18.2807,6.89064
3550,307,255.048,351.11,258.374,312.585
3581,274,219.486,339.761,222.718,291.191
3608,240,180.436,245.245,183.713,205.641
3589,250,191.368,225.642,194.735,224.18
3623,209,144.708,178.374,148.277,166.262
3768,46,14.9997,43.2134,13.8114,17.1429
3857,109,149.319,129.242,147.875,145.002
3855,104,150.055,180.454,148.547,145.063
3848,131,169.644,203.492,168.011,201.043
3839,138,175.565,179.063,173.902,160.539
3832,138,184.394,237.063,182.736,188.714
1755,52,23.0507,62.9817,29.2321,12.1649
1766,50,38.2655,48.1688,44.5502,16.6954
1761,57,39.4842,68.1681,45.8444,30.2007
1772,24,62.697,20.3174,69.0257,29.1447
1780,18,63.2628,5.95635,69.5966,49.6836
1793,12,62.4972,41.6263,68.7515,51.3463
1807,13,58.0963,4.49838,63.7643,63.9123
1816,2,55.443,10.9205,60.9864,108.165
1818,25,31.4852,25.1016,37.0314,12.5528
1796,74,6.79261,13.0103,1.25935,43.691
1798,67,2.4433,5.63382,7.94942,34.64
1805,69,12.2572,2.0989,17.8526,0.192914
5032,66,114.777,46.8118,122.326,0.451723
4668,455,249.96,380.351,241.437,406.903
4805,325,147.123,303.304,138.183,401.538
4881,265,48.7819,201.661,39.7054,286.266
4913,203,11.0181,160.947,19.8884,53.3705
4979,127,57.3778,91.9527,65.4712,34.6004
5098,9,237.317,109.29,248.188,142.332
5123,145,331.061,279.344,340.918,341.884
5130,181,376.865,341.524,385.997,337.902
5146,304,465.758,418.972,474.535,365.888
5116,237,403.617,460.917,412.47,391.86
5106,129,357.535,317.052,367.41,270.255
2690,240,99.2028,174.571,106.75,86.6314
2710,244,84.365,237.857,91.6756,111.659
2749,211,47.6656,194.875,54.8033,159.113
2787,176,7.77206,111.246,14.8129,91.3535
2811,116,31.3276,20.2093,24.2837,17.0576
2824,113,26.2865,77.8533,19.0425,16.2372
2930,34,99.1619,11.0688,93.1792,116.611
2954,9,110.371,56.2514,104.087,145.508
2960,10,112.938,77.2616,106.536,149.828
2963,25,136.614,116.095,130.169,157.865
2927,14,97.1043,38.5008,90.8072,92.2348
2937,30,95.2998,3.98252,89.2641,87.845
6748,1376,872.924,1159.36,849.666,1058.42
7029,1105,588.592,1043.09,564.099,939.502
7121,1005,522.283,777.154,495.952,726.019
7225,889,475.108,401.317,447.621,574.972
7394,990,580.857,474.49,551.345,654.47
7689,760,433.125,835.678,403.421,747.537
8124,823,396.487,734.246,364.733,799.114
8134,836,424.803,999.611,394.224,692.956
8126,858,463.594,683.229,433.654,497.659
8114,893,447.97,618.229,418.822,630.859
8384,658,154.578,683.496,125.509,421.951
8449,359,159.289,346.684,188.007,70.4886
1236,30,9.04366,42.6037,9.34648,60.3596
1193,10,25.7736,1.7625,25.4291,23.4412
1215,3,7.46438,3.88772,7.06388,0.59491
1243,30,20.3043,33.1342,20.645,45.2885
1232,8,0.32725,7.21352,0.00454095,24.6044
1243,5,3.61949,60.7496,3.43561,20.699
1206,31,45.2135,2.8861,45.1335,11.9805
1203,28,45.1448,40.7442,45.2393,35.5509
1212,24,45.7269,17.8628,45.8876,1.23705
1213,21,41.9358,10.0128,42.1532,4.39776
1224,23,47.5489,37.3575,47.6851,1.43473
1238,30,44.5908,25.6741,44.646,5.01981
7958,1407,854.959,1235.55,784.439,1333.58
7985,1898,1114.54,1858.96,1040.37,1755.04
8084,1759,934.159,1698.81,859.802,1708.7
8506,1355,567.361,1341.14,492.411,840.534
8529,1508,691.778,1159.66,616.176,889.826
8677,1394,611.321,1614.74,536.779,1031.43
9365,801,37.3463,349.728,35.0996,194.522
9883,318,394.523,80.7294,465.614,326.703
9843,432,232.325,378.039,303.245,217.271
9861,736,22.2338,105.108,94.6001,123.21
10037,606,162.192,39.9875,235.118,265.213
10071,618,162.053,303.8,238.465,378.684
10363,414,403.578,507.009,413.332,255.47
10245,697,617.606,834.752,626.862,794.605
10331,561,480.72,952.835,489.534,666.008
10499,374,285.158,460.098,294.159,327.633
10484,473,327.047,459.859,336.813,345.282
10414,494,291.202,305.153,302.481,278.791
10777,71,162.715,80.9668,152.662,197.811
10942,245,478.681,494.724,467.125,343.048
10892,359,580.186,749.293,567.931,557.743
10873,518,700.457,848.657,687.786,766.34
10957,625,780.93,874.299,768.298,868.738
10908,612,758.664,829.918,746.447,949.195
6107,320,185.399,277.85,187.834,256.393
5989,521,345.531,517.535,347.541,449.916
6044,475,298.046,493.333,299.799,464.707
6158,371,185.231,377.975,186.898,306.027
6155,348,182.215,282.22,183.912,265.303
6199,318,160.574,376.425,162.672,270.798
6427,116,49.1185,125.014,47.4704,53.1431
6510,15,144.968,5.04257,142.851,151.942
6519,16,120.485,41.7574,118.14,106.6
6529,3,141.455,110.574,138.951,117.506
6503,26,114.654,45.8033,112.253,42.4965
6517,19,143.359,49.589,141.186,95.1935
3322,298,315.048,2.4624,302.889,10.8013
3055,665,648.873,435.22,636.076,456.274
3132,600,590.67,583.147,577.424,519.072
3286,457,446.127,373.805,432.534,369.064
3312,374,416.693,170.952,402.707,233.213
3366,385,446.849,355.501,432.539,398.98
3620,254,305.791,263.331,290.796,271.981
3720,172,230.889,124.026,216.264,248.583
3732,161,209.08,14.3864,194.592,170.468
3743,73,124.471,33.2571,110.536,93.5127
3686,148,204.944,112.88,190.772,188.528
3751,104,122.887,44.5299,108.499,249.224
8455,842,332.777,719.405,305.8,509.294
8198,1282,688.337,1235.7,659.624,922.548
8333,1158,577.041,1079.51,547.245,1101.77
8600,934,357.273,616.535,325.883,807.316
8640,725,300.002,408.972,268.409,250.974
8762,724,314.136,743.589,282.502,748.28
9297,404,46.3799,721.319,74.8219,338.061
9480,238,116.112,416.45,143.512,22.3966
9491,297,132.091,215.55,158.777,43.1121
9534,238,189.058,182.889,215.392,42.9568
9365,433,0.511081,452.057,27.1384,272.488
9486,344,172.773,406.92,200.31,42.7681
1411,125,57.7514,42.6338,46.5367,118.603
1380,231,131.048,227.053,119.274,223.766
1423,195,85.1506,217.628,73.2297,189.488
1452,169,63.4008,154.837,51.3682,117.248
1445,188,85.5405,152.408,73.4038,117.695
1458,172,79.9928,205.097,67.9881,120.764
1536,107,23.726,114.832,11.7706,57.1612
1611,39,34.5679,77.109,46.3799,48.057
1618,36,31.7853,51.0866,43.5068,21.0874
1621,44,34.7261,71.4769,46.314,58.7163
1633,24,53.5448,12.5091,65.1439,68.7678
1630,36,51.3923,10.4899,63.1678,48.4816
285,24,11.3106,8.89055,11.5139,10.4177
274,42,24.9682,39.8192,25.1579,31.7302
279,39,20.104,39.8246,20.2701,32.4419
290,26,8.50228,22.1998,8.67573,11.9741
293,26,8.19649,13.1594,8.37864,3.23458
300,20,3.5105,14.778,3.72947,2.11402
309,16,0.906993,8.04716,1.04626,9.60231
316,11,3.41335,1.23158,3.23188,7.69695
318,11,2.09036,7.22265,1.88723,1.90452
316,14,0.585672,6.06948,0.798908,0.708265
319,15,2.13302,21.6909,2.31586,16.5386
320,22,7.21015,25.4552,7.34725,6.96498
692,87,73.4922,73.9619,73.5176,79.2812
648,140,122.067,140.713,122.049,136.202
671,122,102.098,132.283,102.048,120.284
710,85,62.9294,79.2808,62.8684,80.4976
717,67,50.267,60.7136,50.1977,58.6338
729,52,37.8851,57.6671,37.8649,57.4438
779,13,4.68074,15.587,4.66773,14.1223
788,3,15.7529,12.432,15.6937,10.5333
793,7,18.6008,1.20062,18.5296,4.62422
795,14,27.392,27.1588,27.2886,24.9236
784,7,19.9291,6.66535,19.8309,10.0281
781,5,18.6046,1.81207,18.537,22.0675
2562,232,138.981,171.322,134.75,176.706
2452,392,272.93,361.854,268.369,365.887
2515,326,201.95,345.799,197.183,347.243
2601,253,129.287,223.931,124.457,193.015
2628,260,130.279,192.411,125.55,141.114
2638,263,131.029,294.31,126.769,189.093
2794,143,1.99472,105.723,2.66652,39.3995
2844,101,38.9105,15.9638,42.9845,32.6328
2841,89,46.2023,55.8996,49.8912,93.4511
2854,64,73.8513,41.1305,77.307,80.152
2888,28,104.315,59.8766,107.813,63.1228
2901,28,107.364,9.18002,111.39,93.9384
10137,1712,1387.86,1264.9,1421.31,1304.73
10093,2333,1807.32,2052.04,1840.08,1905.33
10183,2256,1756.14,2039.44,1788.16,1854.95
10861,1598,1091.09,1377.19,1122.7,1091.09
10921,1562,1069.73,1148.67,1101.18,1006.98
11152,1351,921.058,1070.69,953.296,952.734
11849,723,275.664,497.491,308.705,282.152
12426,29,261.484,387.562,229.365,654.009
12439,96,95.9638,309.776,64.1583,219.873
12459,52,104.228,321.659,74.5673,266.36
12483,19,63.2924,364.869,36.1146,125.761
12503,15,98.2636,50.5197,120.759,142.392
1597,107,75.0101,67.2839,75.9677,87.2108
1570,154,108.407,131.446,109.265,115.885
1581,138,96.3857,127.091,97.1855,119.303
1618,101,55.2851,78.5845,56.0462,72.3529
1615,90,54.4304,86.9435,55.1495,50.5225
1629,84,50.3092,55.9511,51.0879,66.2174
1704,22,17.1826,5.54886,16.508,7.04877
1724,39,60.9931,56.3612,60.1667,90.2385
1719,27,56.4794,76.7786,55.6524,59.0451
1719,45,69.6549,113.663,68.7588,79.7865
1705,29,54.0523,71.0482,53.1421,68.7783
1713,30,69.7179,68.7561,68.8531,79.9821
1506,163,17.778,151.558,9.15883,65.4716
1509,180,17.7735,163.13,8.93535,94.1078
1540,151,21.015,146.227,30.0095,102.441
1575,114,43.67,58.1156,52.9513,37.5468
1580,134,17.1809,82.0402,26.6681,3.89529
1608,109,32.3691,125.447,41.89,45.0945
1669,50,67.8504,26.2068,77.7526,77.0902
1689,47,49.0376,13.3386,59.0461,94.1174
1691,46,45.6105,17.7525,55.6325,98.0632
1689,78,16.4774,1.60748,26.7698,10.5135
1714,57,32.9371,63.4422,43.5483,26.8814
1717,69,29.1812,165.393,40.293,84.7637
1840,102,0.731442,18.0265,5.54955,5.70573
1709,298,167.129,309.09,161.877,218.659
1728,287,158.263,284.558,152.764,268.183
1806,218,79.3767,238.393,73.8422,154.612
1806,214,75.0953,99.0222,69.6171,130.957
1845,132,17.7861,101.144,12.6012,48.03
1942,70,45.7521,75.3407,51.2858,21.255
2007,19,95.4129,34.5257,100.674,81.7849
2015,5,114.408,110.3,119.467,91.6866
2024,77,175.211,125.369,180.009,131.733
2020,86,180.184,115.841,185.014,127.881
