actual,ae_persistence,ae_linear,ae_deep,ae_linear_mv,ae_deep_mv
1699,108,15.4342,29.366,15.6292,22.1927
1724,83,4.95496,41.9646,5.12015,24.6382
1735,83,10.0607,9.4514,10.1236,1.38133
1736,60,5.31708,1.35209,5.1928,6.94853
1748,72,1.33547,33.7453,1.12528,0.357729
1746,52,22.4027,24.945,22.0543,58.8535
2587,93,72.6828,47.316,68.5897,1.90167
2565,101,65.3094,42.39,61.3787,65.5971
2596,67,12.503,2.38032,8.5645,62.4062
2607,64,25.4635,10.4822,21.601,9.71213
2605,76,40.0815,26.8266,35.9539,4.40488
2604,92,44.4407,21.4016,40.4685,60.1142
2658,57,2.43626,19.539,6.7579,10.7142
2680,21,70.1378,87.5906,74.1488,87.3705
2677,30,25.2333,81.821,29.3942,83.3441
2681,33,7.8253,97.6169,12.0432,14.9424
2676,76,14.3577,6.43247,9.91338,41.1628
2669,31,70.8742,108.455,74.8361,141.105
541,112,39.1485,78.513,37.9335,49.8496
534,115,47.3146,93.1432,46.1335,81.3196
546,94,28.3774,84.2672,27.2051,63.2358
568,58,10.3188,44.1889,11.4414,13.0239
565,67,2.27703,26.4204,3.47012,15.7214
576,59,4.02662,27.4435,5.26241,23.8829
621,19,47.604,32.5121,48.9068,38.0352
654,10,76.5295,79.1633,77.8771,52.5937
647,26,82.6744,59.8927,84.0069,72.8186
648,36,81.2655,75.9237,82.5535,88.5954
650,11,64.492,61.8465,65.7849,68.466
658,31,84.3533,70.3747,85.5615,36.6568
2108,206,27.7051,91.404,5.28635,108.691
2009,236,27.0621,0.536772,59.6449,16.0486
2035,223,5.86597,99.3733,38.6176,34.0304
2084,217,27.2532,42.7681,5.74259,83.9445
2102,187,50.0464,126.975,17.3771,68.4942
2139,160,67.1643,91.1778,34.2524,65.1947
2253,60,176.753,291.598,144.013,199.016
2302,16,226.819,339.435,194.109,168.385
2294,86,265.785,295.38,233.859,267.197
2292,169,301.828,306.088,270.28,245.455
2262,122,241.786,218.275,209.646,202.158
2276,199,295.398,245.326,263.64,165.938
2446,249,219.245,233.971,220.81,229.069
2444,231,205.497,217.527,207.158,151.336
2490,192,164.92,128.468,166.534,118.909
2539,119,87.1667,31.389,88.8209,6.71451
2560,97,58.1699,5.71589,59.745,14.1241
2553,111,72.1374,20.7756,73.6773,13.1819
2646,13,36.57,87.8414,35.1486,86.5801
2667,7,58.8454,85.9371,57.4508,111.608
2671,4,50.6649,93.5071,49.4087,105.338
2682,31,66.8775,93.4713,65.6037,113.976
2670,13,30.313,79.4452,29.0008,92.3455
2668,7,36.8432,22.2416,35.4561,74.2619
4764,297,101.701,309.159,113.841,189.693
4604,398,289.518,368.687,301.727,352.883
4655,422,347.409,390.596,359.361,501.698
4751,329,339.028,146.612,351.044,149.701
4744,311,500.183,11.4934,512.258,31.2004
4768,307,697.451,99.0922,709.947,65.6805
4944,160,500.754,136.695,513.513,210.215
5072,118,480.559,390.794,466.521,739.689
5071,108,181.367,699.561,166.037,734.935
5066,14,373.498,1559.02,387.806,1284.74
5068,85,102.463,1136.76,113.541,580.145
5048,61,224.369,779.652,210.646,1812.86
225,9,11.1441,6.63785,14.8159,12.9841
205,25,4.423,10.1022,0.831448,20.7962
216,12,7.08735,0.272835,10.666,10.1091
218,8,12.48,19.2434,15.9928,21.1332
216,9,14.4264,22.7302,17.8801,18.5391
222,3,21.9812,27.1256,25.4274,23.7368
233,23,44.4855,49.5279,47.743,41.2173
239,23,47.4701,48.1602,50.7938,39.711
239,20,44.4391,52.035,47.8428,44.5629
238,24,45.1131,52.8892,48.4903,51.2746
237,17,40.3549,46.1264,43.7931,40.9233
231,11,37.6733,35.7103,41.0205,38.0024
2131,201,145.533,124.018,99.2557,87.0897
1973,305,15.6479,81.1479,30.1408,150.381
2013,274,59.7592,255.157,14.045,110.754
2044,218,124.01,56.7281,78.9189,65.9757
1986,277,67.0967,116.912,22.2658,240.159
2015,258,68.7978,124.726,23.5186,354.866
2157,117,190.649,187.406,145.472,59.319
2248,50,275.621,150.047,230.388,168.917
2241,82,253.628,170.054,208.033,99.1146
2255,79,250.117,179.251,203.775,268.02
2283,128,251.48,92.6632,204.428,214.39
2295,5,390.533,193.595,345.91,253.506
11567,689,519.657,705.272,554.183,670.832
11475,739,549.965,594.352,584.274,582.418
11622,535,347.135,510.815,381.497,498.988
11817,262,103.406,154.929,137.417,103.811
11794,271,123.199,172.126,156.88,187.045
11809,244,85.7649,273.718,119.636,312.408
12093,107,258.224,131.55,224.789,179.174
12210,164,316.24,357.67,282.674,112.404
12215,347,441.487,407.346,408.321,391.785
12197,231,297.497,290.659,264.093,204.082
12206,109,209.403,49.078,175.833,257.469
12215,260,368.279,236.438,334.336,360.228
8356,636,116.187,280.46,167.901,154.829
8324,601,86.2064,383.614,137.961,383.335
8408,439,54.3066,309.458,2.95876,205.357
8534,181,271.613,69.0099,220.619,36.4778
8521,153,321.708,70.0366,271.33,38.5118
8552,131,390.666,393.302,340.223,329.289
8848,222,786.219,1095.4,736.789,938.346
8982,439,993.434,1382.03,944.452,956.728
8987,456,994.505,1110.62,946.061,1087.17
8991,501,993.562,1248.03,945.221,1130.85
9002,411,936.387,1176,887.62,1202.81
8985,557,1055.37,1053.42,1006.67,1192.55
1340,61,79.3484,66.4448,76.5584,67.7437
1281,109,129.026,157.939,126.372,63.3955
1295,111,126.88,116.279,124.191,124.584
1303,93,111.265,117.711,108.647,115.621
1311,87,99.3575,85.8201,96.6625,89.4043
1321,82,93.1592,91.6197,90.4555,104.655
1386,31,39.1078,36.6466,36.2995,37.6716
1395,29,41.0926,20.0461,38.2478,39.71
1400,35,43.822,82.4,40.9073,84.5128
1406,5,12.454,2.66997,9.63205,31.3019
1400,4,23.8719,14.0378,21.0801,12.401
1382,4,23.349,22.3877,20.6737,25.7598
3041,1,415.45,37.1258,356.979,54.3929
2774,195,208.949,44.2136,151.637,108.883
2832,139,264.683,37.2942,207.427,14.4543
2900,8,399.094,250.546,343.187,244.175
2918,24,437.137,332.772,381.827,168.044
2957,51,477.531,470.718,422.519,284.382
3153,372,764.714,832.239,711.988,758.646
3242,448,858.318,949.08,805.822,881.933
3244,369,798.633,868.248,745.048,762.554
3256,384,788.123,826.122,734.03,865.847
3248,293,733.429,823.393,678.254,806.143
3252,301,753.872,617.133,698.694,782.206
9273,984,679.813,952.122,760.227,627.477
9208,1033,671.135,279.515,751.453,720.062
9312,886,427.133,970.337,506.92,393.108
9525,686,270.245,314.378,351.182,299.839
9506,680,310.841,285.489,390.574,367.858
9566,633,231.923,469.069,312.073,593.716
9829,433,12.4352,135.309,66.0706,15.6142
10188,35,443.638,858.719,364.773,519.249
10199,35,384.071,900.492,304.886,446.505
10200,7,321.385,852.307,241.52,481.4
10229,95,323.429,49.9967,244.297,217.613
10246,695,929.505,1269.73,852.815,1334.33
5007,68,36.5639,108.206,25.7025,69.5578
4908,117,15.1706,88.1747,25.9041,38.7478
4941,100,4.49894,84.8467,6.01376,60.4204
4983,49,67.4864,130.875,57.3532,141.166
5003,17,134.873,269.818,124.841,157.947
4872,90,14.2405,107.607,4.29866,97.2604
5015,68,168.202,236.753,158.464,225.248
5110,195,308.4,322.512,298.87,360.492
5111,199,298.031,325.402,288.615,291.243
5121,59,156.642,219.19,147.172,229.342
5071,138,5.87812,88.5545,3.79681,136.157
5061,288,83.169,138.798,93.1,29.307
2456,524,169.714,465.899,204.938,398.73
2465,510,167.338,379.107,202.869,362.642
2527,501,138.337,415.071,174.239,346.942
2581,555,126.003,285.348,162.399,282.882
2599,542,171.758,288.14,208.402,480.263
2640,474,145.12,337.112,181.671,319.221
2830,341,58.248,95.2955,22.1273,5.55962
2922,224,199.724,328.927,163.811,274.998
2915,226,172.176,322.375,136.293,321.205
2907,206,164.547,271.898,128.35,200.38
2921,289,146.267,340.453,110.015,401.994
2931,279,192.612,109.041,156.372,95.7108
2543,148,126.626,201.961,96.682,219.489
2433,207,59.9276,89.3907,30.5392,234.622
2471,183,81.0443,70.0516,51.5938,19.0495
2520,88,180.892,126.912,152.004,111.457
2515,108,189.084,154.214,160.404,79.5191
2436,189,118.847,103.838,90.4608,43.6204
2599,151,414.413,471.062,387.757,373.419
2702,242,524.987,570.238,498.571,432.447
2687,203,485.482,525.224,458.986,431.879
2683,185,448.535,465.758,421.655,489.099
2720,113,414.169,477.617,386.431,467.307
2705,89,432.601,297.005,404.941,422.126
1620,241,41.5271,175.721,71.4122,96.9786
1448,415,219.069,294.132,249.159,211.899
1457,428,228.309,344.885,258.714,254.885
1512,450,213.55,264.527,244.557,283.972
1493,476,222.176,232.697,252.809,398.795
1536,442,184.358,184.525,214.924,332.945
1698,326,50.5821,20.2649,81.3432,86.3634
1855,190,100.151,149.935,69.4559,26.8116
1851,217,72.026,119.898,41.1062,13.1529
1851,222,43.8753,54.2152,12.5016,51.7375
1824,302,16.7971,10.7379,48.8608,17.5513
1835,315,8.75941,147.624,23.4,48.9535
132,16,3.26843,16.0137,5.84098,15.6583
117,29,10.2425,22.1857,7.69177,20.3185
124,27,7.45955,13.4663,4.81654,10.8381
127,26,5.05757,6.16619,2.39623,2.59126
129,26,3.41518,0.694768,0.748146,9.09158
130,23,0.309054,0.194695,2.33339,0.726773
139,2,19.3336,15.6086,21.759,11.9215
144,8,26.4934,28.1306,28.8834,23.1896
144,9,26.1696,25.2262,28.5699,19.8546
145,8,24.788,22.5931,27.2362,28.6139
146,5,24.6254,20.7604,27.0901,24.0607
145,1,23.0546,20.3248,25.5105,24.8537
1365,97,139.712,77.8991,141.445,121.681
1330,110,118.65,104.494,120.292,74.4652
1353,96,128.675,45.2376,130.407,116.782
1393,28,196.295,113.557,197.952,246.108
1354,64,162.598,171.284,164.318,141.083
1371,42,165.401,181.678,167.274,177.56
1449,94,259.411,280.125,261.437,284.932
1486,134,317.68,270.759,319.629,344.649
1476,118,306.076,323.567,307.992,321.486
1465,121,286.174,346.347,287.93,383.488
1483,95,281.181,329.073,282.971,373.181
1490,99,283.411,352.779,285.045,360.356
157,17,13.6273,18.1768,12.5083,10.8471
152,21,17.4176,22.0853,16.313,13.1051
156,18,14.1629,13.8927,13.0359,14.4352
161,11,7.98068,3.74141,6.8658,7.61408
163,11,7.24055,10.1502,6.10962,15.4185
158,17,10.1344,5.98816,9.02956,3.43381
167,3,3.88708,6.14589,4.96206,6.86606
174,10,11.8058,21.1833,12.8848,18.7292
174,9,10.4496,18.2037,11.5636,26.059
176,12,12.623,16.6448,13.726,16.3543
174,5,3.6802,4.49485,4.83437,16.2728
173,5,4.79879,11.0305,5.91247,10.0157
237,34,7.27601,31.1785,2.09827,15.1663
235,28,4.96611,14.6372,0.11421,4.59893
242,26,2.4344,16.8736,2.74594,3.6692
247,26,3.25431,8.9781,8.43533,15.3341
244,32,1.31352,2.8785,3.91785,8.72652
241,37,7.22208,10.1981,1.89287,8.05629
260,14,15.0097,15.2527,20.2903,15.0875
265,16,20.1254,22.8712,25.4184,15.1107
264,12,20.6012,24.4191,25.88,7.98555
268,10,20.1934,15.9449,25.5601,24.3867
269,20,14.6685,22.9563,20.1855,18.4759
270,26,14.4333,13.2625,19.9409,28.1339
272,34,11.9163,11.8538,12.4901,14.4449
247,70,22.348,39.3816,21.7592,54.8881
265,59,7.76668,44.3401,7.15447,28.8956
277,50,1.71715,30.4372,2.34154,20.126
279,55,2.6888,30.1792,1.99641,37.0772
286,47,3.31357,19.3859,2.55447,31.3201
296,47,1.64067,13.8965,0.810443,25.4007
303,45,4.6162,3.55794,5.45469,2.01322
309,46,5.49998,14.3558,6.31117,12.5959
317,43,8.7477,21.7723,9.56589,43.195
306,70,10.3285,5.48105,9.52773,4.57227
298,77,16.2103,8.36602,15.4057,26.8499
327,39,18.3512,44.109,23.5124,22.9812
325,40,14.3874,22.296,19.5558,28.5506
326,41,14.7858,30.9563,19.9881,10.2502
327,40,19.5183,12.0281,24.6615,7.20549
329,38,22.5559,6.276,27.7361,12.2741
332,34,24.956,5.55044,30.1589,2.62778
355,18,44.6969,41.7902,50.015,31.7281
363,12,53.3604,60.5251,58.6994,42.3186
363,11,52.3755,50.086,57.7686,39.4718
364,9,48.9165,42.4833,54.3682,47.8845
367,37,32.7037,23.8569,38.4877,44.3043
367,36,34.2693,11.7988,39.9663,27.4806
1427,202,102.796,108.184,68.5841,65.8794
1380,251,43.0087,41.0821,8.3246,31.5755
1409,250,66.157,216.209,31.2865,13.4991
1456,260,89.7664,106.403,54.221,89.1822
1451,264,81.37,87.5209,46.0639,184.487
1469,262,66.8805,109.874,30.8819,298.209
1554,259,85.7503,88.6062,48.6998,113.542
1622,210,142.065,81.6112,104.79,64.8507
1619,243,119.129,67.5205,81.3547,25.5718
1623,241,102.847,88.9024,64.2477,157.252
1580,370,19.5517,94.4153,20.147,49.2667
1590,218,125.814,23.052,88.1468,131.143
725,27,2.59213,41.4676,9.83763,20.3707
719,30,2.91296,23.1667,10.0776,0.617403
724,23,8.4427,7.71252,15.6389,14.0596
724,21,4.33694,5.50161,11.5903,1.51059
723,22,1.63628,19.9906,8.94402,31.8085
721,25,7.62968,41.1207,0.215886,14.6456
747,22,19.9151,22.0855,27.3896,39.6571
752,44,62.6555,133.437,69.6295,88.4074
753,34,50.0067,85.5197,57.0698,47.8768
754,30,27.4769,97.2753,34.7995,116.986
752,15,27.6586,94.6343,35.0337,62.0725
747,11,40.8554,78.8351,47.8249,111.031
1126,67,54.8723,45.6448,52.1949,44.0321
1115,77,63.3867,62.0606,60.7555,65.2056
1144,37,24.1718,14.5962,21.579,1.26589
1162,18,8.56456,1.59735,5.96365,2.56124
1160,17,22.5764,22.8617,19.8543,16.4514
1162,16,41.6789,24.1851,38.8319,58.6306
1183,8,33.3994,0.923395,30.4846,13.2571
1202,12,24.8504,67.9357,27.4341,74.6761
1203,7,4.28336,42.6332,1.67001,14.0299
1202,11,30.5893,100.448,27.8162,63.327
1183,11,25.9534,60.4756,23.1371,37.2188
1179,9,1.79132,42.3975,0.688083,62.4188
137,53,64.2981,72.5526,63.1441,68.0576
138,52,62.2528,72.0613,61.124,67.8677
142,52,60.8173,59.469,59.6725,61.7159
153,47,54.1504,44.9592,52.9785,42.7992
158,45,51.4249,42.0203,50.2097,43.7735
162,42,47.9782,37.8965,46.7408,35.7
170,39,41.764,35.4618,40.4954,38.3874
181,29,29.4113,17.6961,28.1614,28.9394
186,30,28.7341,14.3287,27.4419,21.2085
187,26,25.1739,15.1777,23.8917,25.05
187,26,24.8505,17.0888,23.5561,21.6103
187,28,25.3827,20.3416,24.0923,15.9628
36,3,0.764317,2.38041,1.32983,1.8371
32,10,4.95104,3.30078,4.3491,2.38015
34,7,3.37404,0.582427,2.76466,2.12546
34,10,6.23615,3.76172,5.57631,3.46718
35,10,5.13364,1.39805,4.47896,3.23864
35,9,4.50013,2.32984,3.85293,3.30093
36,2,0.299526,0.631074,0.881454,0.994343
38,0,2.27557,2.30837,2.85834,2.09524
40,1,3.97147,2.93557,4.55614,4.86825
41,2,4.60222,3.22432,5.19612,4.59185
39,0,2.48338,2.34252,3.07176,2.47579
36,4,0.836323,1.6069,0.241994,2.67586
91,17,4.59918,15.3919,4.06745,9.61913
87,25,12.5885,19.1632,12.0344,15.7234
93,25,10.5459,23.5222,9.96017,18.6256
91,19,7.85373,22.3574,7.30017,12.7698
95,16,5.57566,16.9739,5.0066,17.2589
99,10,1.64173,12.7012,2.19139,9.67911
100,3,8.9208,14.6467,9.41958,8.83049
106,3,13.4841,18.3909,14.0043,11.8069
107,6,14.2201,17.6374,14.7515,14.7375
109,8,16.3356,7.32466,16.8699,10.9997
104,0,9.28638,0.788722,9.82361,2.37128
104,2,10.4559,4.57826,10.9685,2.61667
219,44,19.0072,18.731,18.8091,42.2222
194,68,4.88497,11.9611,5.06779,1.54272
196,63,3.7724,23.8566,3.96668,16.9907
196,66,7.51302,30.507,7.71448,5.8956
193,73,15.4371,17.9339,15.6182,17.7059
197,69,10.5716,35.6155,10.7348,10.0281
219,12,31.2019,9.37857,31.0655,21.2251
218,15,24.5671,33.6945,24.431,11.3283
215,14,23.1962,22.3226,23.0652,6.02432
217,9,23.9997,5.70701,23.82,5.4614
228,4,28.0153,5.32168,27.8211,0.152943
254,40,70.506,27.1293,70.2355,12.2928
97,50,54.0005,39.5925,52.5306,45.4212
102,42,46.6199,39.8441,45.1603,38.3624
107,37,41.6256,34.5702,40.1631,32.1101
113,26,30.5637,13.6293,29.152,20.0196
115,22,27.2556,13.8585,25.8673,21.7433
119,18,23.632,11.7155,22.2214,15.1343
132,5,0.39643,6.9156,1.69222,11.0272
137,9,6.3127,10.5302,7.60351,11.4286
136,7,2.13965,9.60868,3.46962,8.29013
141,5,2.13004,0.240268,0.681537,10.7428
143,3,3.99686,10.6833,2.50626,2.41295
143,3,1.9175,17.95,0.457479,6.36488
110,24,18.4627,26.2832,18.4979,23.1699
106,21,16.4047,22.9428,16.464,12.8666
106,22,15.7699,13.1933,15.8286,16.7784
109,13,7.21259,4.27614,7.28375,1.70456
113,8,3.00855,2.45086,3.06486,0.877302
118,4,1.27623,3.47106,1.22985,7.25221
129,8,15.1066,17.0217,15.0873,3.64333
132,14,17.9243,20.342,17.9054,13.0845
130,10,11.8207,11.7339,11.8244,28.5265
130,10,12.3143,17.7196,12.3008,17.9163
131,10,13.0131,14.9444,12.9853,26.1143
131,16,18.3037,7.57419,18.2493,16.158
158,45,41.8983,33.2834,44.5556,50.8875
148,56,57.9838,36.3444,60.7202,48.4589
160,41,43.9688,36.5247,46.6944,25.1229
166,37,33.5891,39.2859,36.2528,27.6484
166,33,30.2796,20.4513,32.9067,30.0931
172,26,26.6924,33.6104,29.3165,26.3776
195,10,8.31528,36.4505,10.9787,32.4056
195,16,12.5927,21.5521,15.2586,32.1492
199,4,5.77563,0.484288,8.39868,11.9672
200,5,8.52826,3.25995,11.2178,2.61892
206,3,5.02558,9.51183,7.79176,12.7625
205,6,3.59938,51.6152,6.35723,25.0096
111,48,50.3131,47.6487,46.7675,41.1265
111,43,49.1839,40.8412,45.682,38.0831
114,42,47.4574,44.3313,43.9395,29.277
118,40,41.9456,45.0222,38.4568,35.0898
120,37,39.4671,30.086,35.9836,37.2902
123,33,37.1232,37.1168,33.6029,32.1057
143,22,24.4432,26.2259,20.7418,26.0152
150,18,15.3953,9.48744,11.7267,7.62467
155,8,6.52728,0.589114,2.94969,5.41057
157,6,6.68234,3.3843,3.06291,1.08575
158,3,3.422,3.08458,0.149867,5.28853
157,5,2.26492,8.01411,1.23702,10.8178
56,9,13.5933,21.6059,13.061,13.7791
52,12,19.5593,21.6772,19.0056,12.7476
53,17,24.6366,24.3836,24.0253,25.8213
55,22,24.4124,15.1785,23.7737,16.6719
64,11,12.5999,4.27986,11.9916,10.0316
62,15,18.6208,12.649,17.9704,14.9098
57,20,23.6765,15.206,23.0094,22.6048
59,18,16.2997,21.1359,15.6688,8.73005
59,11,10.2399,6.38744,9.66311,16.4802
64,7,11.2381,29.1544,10.6081,11.6591
65,14,16.99,21.9738,16.2883,18.7238
64,17,13.7064,28.5641,13.0559,10.7535
203,28,12.4637,15.9088,10.2703,16.3001
196,32,14.5654,3.75482,12.4394,17.723
196,32,13.8978,17.1317,11.7872,16.4846
198,33,15.0669,17.3801,12.929,12.276
201,30,11.6431,8.6046,9.48349,18.9622
200,32,15.3163,12.6166,13.1115,16.9913
221,9,3.87209,10.1626,6.13698,7.44222
234,3,15.9492,21.8581,18.2064,22.4713
232,6,10.4995,24.6624,12.7793,11.8722
228,7,6.58538,22.9,8.84918,16.7679
229,5,8.17878,4.2317,10.4357,11.046
229,1,15.8167,4.91608,17.9667,18.5424
213,16,13.0012,2.90009,12.7593,4.42102
205,17,9.52389,3.69843,9.26817,6.73547
213,9,17.3421,5.15998,17.1074,1.82069
209,4,25.7524,5.61658,25.5234,6.7841
209,4,25.6884,6.20387,25.4688,2.02445
213,2,24.2466,6.81104,24.0284,8.78902
226,19,37.7372,25.0074,37.5405,22.6052
226,18,37.0432,28.849,36.8578,24.1745
229,22,40.3644,25.281,40.1862,26.8829
230,23,38.2404,31.3456,38.0382,32.2476
221,2,20.1369,14.5689,19.9232,15.5944
221,3,25.0251,6.95669,24.7719,6.91478
52,19,5.4694,1.41826,5.57167,3.34014
48,15,1.17279,6.46117,1.28127,7.19346
46,14,0.287421,19.5303,0.18112,13.0763
42,6,6.18377,19.8247,6.07352,7.61799
41,2,8.87191,19.3264,8.74948,17.5349
40,1,10.4189,20.2612,10.2827,20.8849
34,1,12.255,22.1272,12.1186,23.3427
35,1,12.5353,30.5071,12.3822,24.6784
34,0,12.4372,29.7202,12.2764,22.0303
31,1,13.7718,32.9096,13.6315,29.4221
35,0,12.3462,36.3906,12.2084,30.6077
32,3,14.0558,31.8402,13.9334,32.9671
131,23,42.3872,75.7506,38.8298,67.7145
126,30,48.2287,206.624,44.7035,217.379
128,29,45.6194,100.108,42.0957,384.087
128,18,36.8878,103.661,33.5401,148.193
134,14,35.2154,19.9112,31.7332,20.3587
138,14,36.6602,14.0221,33.0242,21.5936
146,9,30.205,15.1908,26.5032,27.6439
148,3,26.2402,10.8356,22.5756,2.80516
148,5,31.0315,18.497,27.2546,15.0562
151,0,28.3376,10.0675,24.5708,10.7485
145,9,38.2771,18.8,34.4567,27.7479
148,7,37.9176,30.4834,34.0863,18.524
54,24,31.2686,27.3576,31.3191,22.8187
52,29,36.4891,29.6771,36.536,25.2298
52,24,33.678,32.5745,33.7165,36.122
60,22,30.2714,22.0322,30.3082,20.8236
69,14,23.3293,11.8815,23.3506,14.9365
70,16,27.9171,13.915,27.9313,12.554
64,23,33.591,20.3952,33.5898,20.1743
69,17,26.2146,20.1953,26.2295,18.4426
70,19,29.1871,26.6414,29.188,22.3098
76,11,21.5815,10.4204,21.5996,12.2143
75,19,26.3404,19.1786,26.3622,19.4543
78,15,20.9187,16.2729,20.9522,17.2395
151,18,8.85844,14.9483,6.00576,2.48767
141,29,20.0397,22.5243,17.1724,14.9324
143,28,19.331,24.2756,16.4384,13.4085
149,23,14.1859,20.5016,11.2845,12.5609
148,28,19.2924,33.2286,16.303,27.8566
153,24,14.0436,29.6404,11.0522,14.9026
168,6,4.83808,3.98305,7.7648,4.46438
172,1,9.76272,12.9943,12.6684,13.9694
172,2,8.41482,10.3278,11.3593,16.1795
170,1,8.57047,2.48463,11.4648,11.7017
167,4,5.62912,3.45098,8.52838,5.95964
167,0,7.04481,5.1661,9.89904,3.83516
336,35,1.27435,20.6389,3.77192,1.1217
301,69,34.9563,66.9874,40.0672,44.3528
313,58,22.1623,23.8198,27.2204,14.3205
302,63,30.1674,69.5046,35.1644,45.1666
316,57,26.4116,57.1245,31.4777,43.165
316,60,32.2969,88.9667,37.4325,46.5621
334,51,16.5253,49.6946,21.651,58.9343
352,21,3.30601,29.5768,1.76892,41.5046
358,10,7.38789,47.0994,2.31053,24.2164
358,11,1.40706,56.3626,6.62236,51.895
375,20,2.34803,51.3481,7.88616,42.9629
369,24,4.24302,40.2902,9.79865,47.17
92,29,23.6282,16.051,20.8913,20.5298
85,36,31.9713,23.6527,29.2062,26.7179
93,27,23.0816,12.9751,20.3331,14.2597
95,22,16.9527,12.7481,14.31,7.99362
96,21,15.9497,15.6335,13.2966,11.1631
103,14,10.1332,2.78283,7.4382,6.95569
116,1,4.24094,12.7912,6.91643,0.964876
127,7,13.3785,16.9671,16.1114,6.95516
125,3,7.74725,11.0064,10.5827,0.392692
124,2,6.24704,3.81617,9.0871,8.75941
121,8,1.32216,14.9277,1.61773,4.7984
122,6,0.478207,9.91304,3.3873,1.58569
661,151,132.636,104.225,130.497,97.7348
604,216,196.834,163.618,194.701,161.818
620,205,181.91,177.43,179.783,129.64
658,195,166.93,162.698,164.735,147.025
658,188,158.986,148.265,156.774,129.542
683,162,132.351,92.5925,130.147,124.241
748,125,84.063,49.0964,81.7012,97.4041
791,71,29.6401,6.43004,27.3179,17.6649
793,91,46.1335,45.2666,43.7277,57.0006
793,100,60.6968,38.1958,58.1884,64.9525
794,98,54.4233,61.9849,51.9481,41.3349
